measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Hamilton_43_measure_3,manuscript_6006,MS_Hamilton_43,MS. Hamilton 43,Hamilton,,MS_Hamilton_43-partB,,"1 col., c. 35–41 lines. Frame-ruled (often verticals only); written above top line. Written space c. , the written area increasing noticeably towards the end of the manuscript.165–185 95–100",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,35 41,41,35,165–185,185,165,95–100,100,95,mm,,,,,,,,,,,,
MS_Hamilton_43_measure_1,manuscript_6006,MS_Hamilton_43,MS. Hamilton 43,Hamilton,,MS_Hamilton_43,,"ii + 1 + 268 (84 + 134 + 50) + 1 + ii; in addition several slips inserted in the volume, some unfoliated 215 150",,215,215,215,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_43_measure_5,manuscript_6006,MS_Hamilton_43,MS. Hamilton 43,Hamilton,,MS_Hamilton_43-part2,,"Fols. 267r-268v: 1 col., c. 43–4 lines, written space c. 185 130",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,43 44,44,43,185,185,185,130,130,130,mm,,,,,,,,,,,,
MS_Hamilton_43_measure_6,manuscript_6006,MS_Hamilton_43,MS. Hamilton 43,Hamilton,,MS_Hamilton_43_fol_22b,fragment,"1 col., 22–3 lines. Frame-ruled, ruled space 112 67",,150,150,150,93,93,93,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_44_measure_4,manuscript_6007,MS_Hamilton_44,MS. Hamilton 44,Hamilton,,,fragment,"2 cols.; comparison with the printed text suggests c. 7–8 lines of text missing, suggesting originally c. 54 lines. Width of the written area c. mm.; width of a column c. 60 mm., c. 8 mm. between columns.130",,210,210,210,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_44_measure_3,manuscript_6007,MS_Hamilton_44,MS. Hamilton 44,Hamilton,,MS_Hamilton_44-part2,,"2 cols., c. 35–40 lines. Frame-ruled; written above the top line. Ruled space , 15 mm. between columns.165–70 100–5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,35 40,40,35,,,,,,,,,,,165–70,165–70,165–70,100–5,100–5,100–5,mm,,above
MS_Hamilton_44_measure_1,manuscript_6007,MS_Hamilton_44,MS. Hamilton 44,Hamilton,,MS_Hamilton_44,,"2 (original paper endleaf or lifted pastedown) + i (modern paper endleaf) + 282 (199 + 83) + 1 (parchment endleaf, fol. 284); fol. 105b is an inserted slip 215 150",,215,215,215,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_44_measure_2,manuscript_6007,MS_Hamilton_44,MS. Hamilton 44,Hamilton,,MS_Hamilton_44-part1,,"1 col., c. 30–43 lines, except for the addition, fol. 94v-95rb, in two columns. Written space c. 165–70 100–10",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,30 43,43,30,165–70,165–70,165–70,100–10,100–10,100–10,mm,,,,,,,,,,,,
MS_Hamilton_45_measure_1,manuscript_6008,MS_Hamilton_45,MS. Hamilton 45,Hamilton,,MS_Hamilton_45,,"Verticals (only) ruled in ink, written in 1 col., except fols. 203–210, in 2 cols., with variable number of lines. Written space varies but typically 180–5 100–5",,215,215,215,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_45_measure_2,manuscript_6008,MS_Hamilton_45,MS. Hamilton 45,Hamilton,,MS_Hamilton_45_fol_221,fragment,"1 col., c. 23–25 lines, written space 100–5 75–85",,at least 135,at least 135,at least 135,at least 100,at least 100,at least 100,,,,mm,,,,,,,,205,205,205,135,135,135,mm,,,,205,205,205,135,135,135,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_46_measure_7,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,,,"Fols. 282–368: usually 1 col., c. 43 lines, c. 195 115",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,43,43,43,195,195,195,115,115,115,mm,,,,,,,,,,,,
MS_Hamilton_46_measure_3,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,MS_Hamilton_46-part2,,"Text of Boethius typically long 16 lines per page, with space for interlinear glossing, in a written area of c. 160 80",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,16,16,16,160,160,160,80,80,80,mm,,,,,,,,,,,,
MS_Hamilton_46_measure_5,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,MS_Hamilton_46-part2,,"The commentary on two columns of c. 54 lines, written space c. 190 120",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,54,54,54,190,190,190,120,120,120,mm,,,,,,,,,,,,
MS_Hamilton_46_measure_6,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,,,"Text of the Apocalypse c. 13–14 long lines, with space for interlinear glossing, in a written area of c. ; a marginal column of 35 mm. for commentary, the commentary as written also extending into the upper and lower margins.155–60 75–85",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,13 14,14,13,155–60,155–60,155–60,75–85,75–85,75–85,mm,,,,,,,,,,,,
MS_Hamilton_46_measure_2,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,MS_Hamilton_46-part1,,"1 col., c. 39–42 lines . Written space c. 185–195 120",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,39 42,42,39,185–195,195,185,120,120,120,mm,,,,,,,,,,,,
MS_Hamilton_46_measure_4,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,MS_Hamilton_46-part2,,"The German translation written around the Latin text in 'textus inclusus', occupying the remaining space of the page.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_46_measure_1,manuscript_6009,MS_Hamilton_46,MS. Hamilton 46,Hamilton,,MS_Hamilton_46,,"ii + 375 + ii leaves (fols. 81, 285, 318, 319, 326 are doubles, fol. 213 is treble) 210 145",,210,210,210,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_47_measure_3,manuscript_6010,MS_Hamilton_47,MS. Hamilton 47,Hamilton,,,fragment,"2 cols., 47 lines; written space 205 145",,205,205,205,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_47_measure_1,manuscript_6010,MS_Hamilton_47,MS. Hamilton 47,Hamilton,,MS_Hamilton_47,,"1 col., c. 33–37 lines. Frame-ruled, ruled space 145–155 100–105",,205,205,205,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_47_measure_2,manuscript_6010,MS_Hamilton_47,MS. Hamilton 47,Hamilton,,,fragment,"2 cols., width of the column c. 65 mm.; at least 51 lines.",,,,,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_48_measure_4,manuscript_6011,MS_Hamilton_48,MS. Hamilton 48,Hamilton,,MS_Hamilton_48-partC,,"1 col., c. 35–37 lines, written space Frame-ruled in ink with horizontal bounding lines only.170–80 110–120",,170–80,180,170,110–120,120,110,,,,mm,,,,,,,,,,,,,,,1,1,1,,,,,,,,35 37,37,35,,,,,,,,,,,,,,,,,,,
MS_Hamilton_48_measure_2,manuscript_6011,MS_Hamilton_48,MS. Hamilton 48,Hamilton,,MS_Hamilton_48-partA,,"1 col., c. 43–5 lines, no ruling, text fills the whole area of the page.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,43 45,45,43,,,,,,,,,,,,,,,,,,,
MS_Hamilton_48_measure_1,manuscript_6011,MS_Hamilton_48,MS. Hamilton 48,Hamilton,,MS_Hamilton_48,,i + 289 + i folios 210 155,,210,210,210,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_48_measure_3,manuscript_6011,MS_Hamilton_48,MS. Hamilton 48,Hamilton,,MS_Hamilton_48-partB,,"1 col., c. 31–33 lines. Fols. 6r-96v, no ruling visible; fols 97r-214v, frame-ruled. Written space 155 100",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,31 32,32,31,155,155,155,100,100,100,mm,,,,,,,,,,,,
MS_Hamilton_49_measure_2,manuscript_6012,MS_Hamilton_49,MS. Hamilton 49,Hamilton,,,,Ruled in ink. 1 column. Width of the column mm. 165,,,,,,,,,,,,,,,,,,,205,205,205,150–60,160,150,mm,,,,205,205,205,150–60,160,150,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_49_measure_1,manuscript_6012,MS_Hamilton_49,MS. Hamilton 49,Hamilton,,MS_Hamilton_49,,"1 col., c. 29–32 lines, written space 168–73 105",,210,210,210,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_5_measure_1,manuscript_6013,MS_Hamilton_5,MS. Hamilton 5,Hamilton,,MS_Hamilton_5,,"2 cols., c. 39–42 lines (usually 41). Ruled space 220–5 130–140",,317,317,317,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_5_measure_2,manuscript_6013,MS_Hamilton_5,MS. Hamilton 5,Hamilton,,MS_Hamilton_5,,Fols. 1r-95v frame-ruled in ink.,,317,317,317,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_5_measure_3,manuscript_6013,MS_Hamilton_5,MS. Hamilton 5,Hamilton,,MS_Hamilton_5,,Fols. 96r-358v fully ruled with a hard point.,,317,317,317,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_50_measure_5,manuscript_6014,MS_Hamilton_50,MS. Hamilton 50,Hamilton,,MS_Hamilton_50-endleaf,fragment,1 col. of at least 21 lines.,,,,,,,,,,,,,,,,,,,205,205,205,137,137,137,mm,,,,205,205,205,137,137,137,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_50_measure_1,manuscript_6014,MS_Hamilton_50,MS. Hamilton 50,Hamilton,,MS_Hamilton_50,,1 + 261 (or 2 + 260) + 1 folios 205 145,,205,205,205,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_50_measure_2,manuscript_6014,MS_Hamilton_50,MS. Hamilton 50,Hamilton,,MS_Hamilton_50-part1,,"Fols. 1ra-107va: 2 cols., c. 36–7 lines, written space c. 160 110–20",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,36 37,37,36,160,160,160,110–20,120,110,mm,,,,,,,,,,,,
MS_Hamilton_50_measure_4,manuscript_6014,MS_Hamilton_50,MS. Hamilton 50,Hamilton,,MS_Hamilton_50-part2,,"1 col., c. 35–37 lines; ruled space 145–50 110–15",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,35 37,37,35,,,,,,,,,,,145–50,150,145,110–15,115,110,mm,,
MS_Hamilton_50_measure_3,manuscript_6014,MS_Hamilton_50,MS. Hamilton 50,Hamilton,,MS_Hamilton_50-part1,,"Fols. 110r-165v: 1 col., c. 36–7 lines, written space 165 100",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,36 37,37,36,165,165,165,100,100,100,mm,,,,,,,,,,,,
MS_Hamilton_51_measure_2,manuscript_6015,MS_Hamilton_51,MS. Hamilton 51,Hamilton,,MS_Hamilton_51-part1,,"Frame-ruled in ink and written in two columns of about 35 lines. Ruled space c. , with c. 8 mm. between columns.155 105",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,35,35,35,,,,,,,,,,,155,155,155,105,105,105,mm,,
MS_Hamilton_51_measure_1,manuscript_6015,MS_Hamilton_51,MS. Hamilton 51,Hamilton,,MS_Hamilton_51,,227 leaves 200 140,,200,200,200,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_51_measure_4,manuscript_6015,MS_Hamilton_51,MS. Hamilton 51,Hamilton,,MS_Hamilton_51-part3,,Frame-ruled in plummet and written in two columns of about 40–45 lines. Ruled space c. with c. 5 mm. between columns.180–5 115–20,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,40 45,45,40,,,,,,,,,,,180–5,185,180,115–20,120,115,mm,,
MS_Hamilton_51_measure_3,manuscript_6015,MS_Hamilton_51,MS. Hamilton 51,Hamilton,,MS_Hamilton_51-part2,,"Frame-ruled in ink and written in two columns of about 28–36 lines. Ruled space c. , with c. 7 mm. between columns. 165 115",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,28 36,36,28,,,,,,,,,,,165,165,165,115,115,115,mm,,
MS_Hamilton_51_measure_5,manuscript_6015,MS_Hamilton_51,MS. Hamilton 51,Hamilton,,MS_Hamilton_51-part4,,"Frame-ruled in ink (with two verticals at the fore-edge side) for a single narrow column of biblical text, with wide margins for glosses, and written with 18 well-spaced lines. Ruled area of the biblical text 135 50",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,18,18,18,,,,,,,,,,,135,135,135,50,50,50,mm,,
MS_Hamilton_52_measure_1,manuscript_6016,MS_Hamilton_52,MS. Hamilton 52,Hamilton,,MS_Hamilton_52,,"1 col., c. 31–3 lines. Partly frame-ruled, partly unruled; written space 160–70 100–5",,200,200,200,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_53_measure_1,manuscript_6017,MS_Hamilton_53,MS. Hamilton 53,Hamilton,,MS_Hamilton_53,,"1 col., 30–32 lines, written space 160 96–100",,207,207,207,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_54_measure_1,manuscript_6018,MS_Hamilton_54,MS. Hamilton 54,Hamilton,,MS_Hamilton_54,,"1 column of c. 28–40 lines, ruled space c. 180 110–15",,215,215,215,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_54_measure_2,manuscript_6018,MS_Hamilton_54,MS. Hamilton 54,Hamilton,,,,"Leaves slightly smaller than others in the volume, 213 150",,213,213,213,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_55_measure_1,manuscript_6019,MS_Hamilton_55,MS. Hamilton 55,Hamilton,,MS_Hamilton_55,,"i + i (a wide stub) + 170 + i leaves, the first and last are modern paper, unfoliated. 220 145",,220,220,220,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_55_measure_2,manuscript_6019,MS_Hamilton_55,MS. Hamilton 55,Hamilton,,MS_Hamilton_55-part1,,"Verticals (only) ruled in plummet, written in a single column of about 36 lines. Written space c. 165–70 105–10",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,36,36,36,165–70,170,165,105–10,110,105,mm,,,,,,,,,,,,
MS_Hamilton_55_measure_3,manuscript_6019,MS_Hamilton_55,MS. Hamilton 55,Hamilton,,MS_Hamilton_55-part2,,"Fols. 61r-136v, 163r-165v frame-ruled in ink, sometimes verticals only; fols. 137r-161r apparently not ruled. Written in a single column of about 42 lines. Written space variable, mostly c. 165–70 105",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,42,42,42,165–70,170,165,105,105,105,mm,,,,,,,,,,,,
MS_Hamilton_56_measure_1,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,MS_Hamilton_56,,"331 (82 + 117 + 132) + 1 (original paper endleaf), with 20 foliated inserted slips (fols. 68b, 74b, 74c, 77b, 78b, 105 (formerly 104b), 106 (formerly 104c), 107, 125b, 125c, 131b, 135b, 136b, 136c, 145, 146b, 153, 155, 160b, 174); with unfoliated slips between fols. 163 and 164, and fols. 177 and 178; and with unfoliated smaller fragments elsewhere in the volume (e.g. between 167 and 168, 168 and 169, 175 and 176). Fol. 206 is a half-sheet. 220 150",,220,220,220,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_56_measure_6,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,,,Ruled in ink for 2 columns of more than 21 lines.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,
MS_Hamilton_56_measure_2,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,MS_Hamilton_56-part1,,"Fols. 1r-69rb: frame-ruled in ink; 2 columns, c. 43–46 lines. Ruled space 190–5 120",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,43 46,46,43,,,,,,,,,,,190–5,195,190,120,120,120,mm,,
MS_Hamilton_56_measure_4,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,MS_Hamilton_56-part2,,"2 cols., c. 55–7 lines. Frame-ruled in faint leadpoint, ruled space 185–200 120–125",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,55 57,57,55,,,,,,,,,,,185–200,200,185,120–125,125,120,mm,,
MS_Hamilton_56_measure_5,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,MS_Hamilton_56-part3,,"Written in 26–31 long lines. Frame-ruled in leadpoint, ruled space 135–145 85–90",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,26 31,31,26,,,,,,,,,,,135–145,145,135,85–90,90,85,mm,leadpoint,
MS_Hamilton_56_measure_3,manuscript_6020,MS_Hamilton_56,MS. Hamilton 56,Hamilton,,MS_Hamilton_56-part1,,"Fols. 69va-82rb: frame-ruled in ink; 2 columns, c. 54–8 lines (the index, fols. 75r-79v, c. 47 lines); ruled space 200 125",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,54 58,58,54,,,,,,,,,,,200,200,200,125,125,125,mm,,
MS_Hamilton_58_measure_1,manuscript_6022,MS_Hamilton_58,MS. Hamilton 58,Hamilton,,MS_Hamilton_58,,"Fols. 1r-24v (scribe 1), 1 col., c. 28–30 lines, ruled space .c. 238 140–150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_58_measure_3,manuscript_6022,MS_Hamilton_58,MS. Hamilton 58,Hamilton,,MS_Hamilton_58,,"Fols. 97r-228v (scribe 3), 1 col., c. 29–31 lines, ruled space .233–235 155–160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_58_measure_4,manuscript_6022,MS_Hamilton_58,MS. Hamilton 58,Hamilton,,MS_Hamilton_58,,"Fols. 229r-264v (scribe 4), 1 col., c. 34–37 lines, ruled space .225–230 150–155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_58_measure_2,manuscript_6022,MS_Hamilton_58,MS. Hamilton 58,Hamilton,,MS_Hamilton_58,,"Fols. 25r-96v (scribe 2), 1 col., c. 27–33 lines, ruled space .c. 247 150–165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_6_measure_3,manuscript_6023,MS_Hamilton_6,MS. Hamilton 6,Hamilton,,,fragment,"Frame-ruled, 2 cols., c. 42–44 lines, written space 225 160",,at least 280,at least 280,at least 280,at least 205,at least 205,at least 205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_6_measure_1,manuscript_6023,MS_Hamilton_6,MS. Hamilton 6,Hamilton,,MS_Hamilton_6,,"Frame ruled, 2 cols., c. 37–47 lines, ruled space , column space c. 210–15 c. 140–45 .c. 210–15 c. 60–65",,310,310,310,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_6_measure_2,manuscript_6023,MS_Hamilton_6,MS. Hamilton 6,Hamilton,,,,"Written below top line. 1 col., 22 lines, written space 120 90",,at least 165,at least 165,at least 165,at least 120,at least 120,at least 120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_7_measure_2,manuscript_6024,MS_Hamilton_7,MS. Hamilton 7,Hamilton,,,,"2 cols., at least 46 lines",,,,,,,,,,,,,,,,,,,309,309,309,212,212,212,mm,,,,309,309,309,212,212,212,mm,,,,280,280,280,190–195,195,190,mm,,,,,,,,,,,,
MS_Hamilton_7_measure_3,manuscript_6024,MS_Hamilton_7,MS. Hamilton 7,Hamilton,,,,"2 cols., originally 44 lines (42 lines extant at fullest extent, one fragmentary line at the bottom, one line missing at the top), written space c. 240 c. 150",,at least 235,at least 235,at least 235,at least 192,at least 192,at least 192,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_7_measure_1,manuscript_6024,MS_Hamilton_7,MS. Hamilton 7,Hamilton,,MS_Hamilton_7,,"2 cols., c. 51–55 lines, written space 225 150",,310,310,310,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_measure_1,manuscript_6025,MS_Hamilton_8,MS. Hamilton 8,Hamilton,,MS_Hamilton_8,,"2 cols., c. 40–46 lines. Frame-ruled, ruled space c. 225–30 150",,295,295,295,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_measure_4,manuscript_6025,MS_Hamilton_8,MS. Hamilton 8,Hamilton,,MS_Hamilton_8-lower-pastedown-fragmentB,fragment,"1 col., 50 lines of gloss. Height of the written space, 185 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_measure_2,manuscript_6025,MS_Hamilton_8,MS. Hamilton 8,Hamilton,,MS_Hamilton_8-upper-pastedown,fragment,"1 col., at least 42 lines. Width of the ruled space, 90 mm.",,at least 195,at least 195,at least 195,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_8_measure_3,manuscript_6025,MS_Hamilton_8,MS. Hamilton 8,Hamilton,,MS_Hamilton_8-lower-pastedown-fragment1,fragment,"Width of a column, 80 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hamilton_9_measure_1,manuscript_6026,MS_Hamilton_9,MS. Hamilton 9,Hamilton,,MS_Hamilton_9,,"2 cols, 39–42 lines, column space 230–3 70",,312,312,312,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSS_Hatton_113–14_measure_2,manuscript_6027,MSS_Hatton_113–14,MSS. Hatton 113-14,Hatton,,MS_Hatton_114,volume,"Leaves are arranged HFFH. Ruled for 23 long lines. Double bounding lines, right and left. Prickings are usually visible in the side margins and at the top and bottom.",,267,267,267,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,94,94,94,mm,,,,,,,,,,,,
MSS_Hatton_113–14_measure_1,manuscript_6027,MSS_Hatton_113–14,MSS. Hatton 113-14,Hatton,,MS_Hatton_113,volume,"Ruled for 23 long lines, with double bounding lines in both margins. Pricking generally visible in the side and top and bottom margins (Franzen 1998, p. 27). Fols 18r-24v have double runs of double pricking holes at left and right margin, unlike the surrounding folios which have double runs of single pricking holes.",,255,255,255,158,158,158,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,95,95,95,mm,,,,,,,,,,,,
MS_Hatton_1_measure_1,manuscript_6028,MS_Hatton_1,MS. Hatton 1,Hatton,,MS_Hatton_1,,2 col. of 36 lines,,440,440,440,300,300,300,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,305,305,197,197,197,mm,,,,,,,,,,,,
MS_Hatton_10_measure_1,manuscript_6029,MS_Hatton_10,MS. Hatton 10,Hatton,,MS_Hatton_10,,"Long lines; lead ruling, 40 lines of text per page; pricking on the outer margins. For the Vetera Statuta (fols. 43r-95r), the name of the relevant statute is provided as the heading at the top of each page. In the Nova Statuta (fols. 97r-379v), regnal year serves as the heading of each verso and the relevant king as the heading of each recto. Written space Running heads: for the Vetera Statuta (fols. 43r-95r), the name of the relevant statute is provided as the heading at the top of each page. In the Nova Statuta (fols. 97r-379v), regnal year serves as the heading of each verso and the relevant king as the heading of each recto.227 165",375,343,343,343,257,257,257,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_100_measure_1,manuscript_6030,MS_Hatton_100,MS. Hatton 100,Hatton,,MS_Hatton_100,,iii + 108 leaves 6.254.25,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_101_measure_1,manuscript_6031,MS_Hatton_101,MS. Hatton 101,Hatton,,MS_Hatton_101,,"xiv + 813 pages, in double columns 6.1254.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_102_measure_1,manuscript_6032,MS_Hatton_102,MS. Hatton 102,Hatton,,MS_Hatton_102,,264 leaves 6.754.5,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Hatton_106_measure_1,manuscript_6034,MS_Hatton_106,MS. Hatton 106,Hatton,,MS_Hatton_106,,"Ruled in ink with single vertical (double in the left margin after fol. 42) and single or double horizontal bounding lines, and a further set of double lines in the margins, all extending the full height and width of page. Written below the top line; 19 lines per page; written space: , but the scribe sometimes disregards the bounding lines, particularly in the Psalterium beatae Mariaec. 105 62",,162,162,162,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
