metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: n,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_Ashmole_304_measure_1,manuscript_317,Ashmole,MS_Ashmole_304,MS. Ashmole 304,,MS_Ashmole_304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_34_measure_1,manuscript_322,Ashmole,MS_Ashmole_34,MS. Ashmole 34,,MS_Ashmole_34,,,,,,,,,,,,,,,,,335.0,335.0,335.0,245.0,245.0,245.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_341_measure_1,manuscript_324,Ashmole,MS_Ashmole_341,MS. Ashmole 341,MS. Ashmole 341 – Part 1,MS_Ashmole_341-part1,,,,,,,,,,,,,,,,,170.0,170.0,170.0,115.0,115.0,115.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_341_measure_2,manuscript_324,Ashmole,MS_Ashmole_341,MS. Ashmole 341,MS. Ashmole 341 – Part 1,MS_Ashmole_341-part1,,,,,,,,,,,,,,,,,170.0,170.0,170.0,115.0,115.0,115.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_1,manuscript_325,Ashmole,MS_Ashmole_342,MS. Ashmole 342,MS. Ashmole 342 – Part C (fols. 69-94),MS_Ashmole_342-part3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_2,manuscript_325,Ashmole,MS_Ashmole_342,MS. Ashmole 342,MS. Ashmole 342 – Part E (fols. 115-137),MS_Ashmole_342-part5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_3,manuscript_325,Ashmole,MS_Ashmole_342,MS. Ashmole 342,MS. Ashmole 342 – Part F,MS_Ashmole_342-part6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_35_measure_1,manuscript_331,Ashmole,MS_Ashmole_35,MS. Ashmole 35,,MS_Ashmole_35,,,,,,,,,,,,,,,,,345–50,350.0,345.0,235–240,240.0,235.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_39_measure_1,manuscript_338,Ashmole,MS_Ashmole_39,MS. Ashmole 39,,MS_Ashmole_39,,,,,,,,,,,,,,,,,288–290,290.0,288.0,208–210,210.0,208.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_399_measure_1,manuscript_343,Ashmole,MS_Ashmole_399,MS. Ashmole 399,,MS_Ashmole_399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_399_measure_2,manuscript_343,Ashmole,MS_Ashmole_399,MS. Ashmole 399,"MS. Ashmole 399 – Part 1 (fols. 1–32, 35–71)",MS_Ashmole_399-part1,,,,,,,,,,,,,,,,,270.0,270.0,270.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_40_measure_1,manuscript_344,Ashmole,MS_Ashmole_40,MS. Ashmole 40,,MS_Ashmole_40,,,,,,,,,,,,,,,,,275.0,275.0,275.0,192.0,192.0,192.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_41_measure_1,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,,MS_Ashmole_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_41_measure_2,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS. Ashmole 41 – Part 1 (fols. 1-133),MS_Ashmole_41-part1,,,,,,,,,,,,,,,,,265.0,265.0,265.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_41_measure_3,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS. Ashmole 41 – Part 2 (fols. 134-159),MS_Ashmole_41-part2,,,,,,,,,,,,,,,,,250–260,260.0,250.0,167.0,167.0,167.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_43_measure_1,manuscript_348,Ashmole,MS_Ashmole_43,MS. Ashmole 43,,MS_Ashmole_43,,,,,,,,,,,,,,,,,230.0,230.0,230.0,137.0,137.0,137.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_1,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,,MS_Ashmole_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_2,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 - end leaves (i-viii),MS_Ashmole_45-endleaves,,,,,,,,,,,,,,,,,230.0,230.0,230.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_3,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part A || (fols. 1r-41v),MS_Ashmole_45-part1,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145–148,148.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_4,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part B ||,MS_Ashmole_45-part2,,,,,,,,,,,,,,,,,210.0,210.0,210.0,135–140,140.0,135.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_5,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part C,MS_Ashmole_45-part3,,,,,,,,,,,,,,,,,195–200,200.0,195.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,175–180,180.0,175.0,90–100,100.0,90.0,mm,,,,,,,,,,,,
MS_Ashmole_45_measure_6,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part D,MS_Ashmole_45-part4,,,,,,,,,,,,,,,,,200.0,200.0,200.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,170.0,170.0,170.0,130.0,130.0,130.0,mm,,,,,,,,,,,,
MS_Ashmole_46_measure_1,manuscript_351,Ashmole,MS_Ashmole_46,MS. Ashmole 46,,MS_Ashmole_46,,,,,,,,,,,,,,,,,215.0,215.0,215.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_59_measure_1,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,,MS_Ashmole_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_59_measure_2,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 – Part 1 (fols. 1–133),MS_Ashmole_59-part1,,,,,,,,,,,,,,,,,275.0,275.0,275.0,197.0,197.0,197.0,,,,mm,,,,,,,,,,,,,,200.0,200.0,200.0,90–130,130.0,90.0,mm,,,,200.0,200.0,200.0,140.0,140.0,140.0,mm,,
MS_Ashmole_59_measure_3,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 – Part 2,MS_Ashmole_59-part2,,,,,,,,,,,,,,,,,280.0,280.0,280.0,250.0,250.0,250.0,,,,mm,,,,,,,,,,,,,,240–260,240–260,240–260,110.0,110.0,110.0,mm,,,,240.0,240.0,240.0,115.0,115.0,115.0,mm,,
MS_Ashmole_59_measure_4,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 – Part 2,MS_Ashmole_59-part2,,,,,,,,,,,,,,,,,280.0,280.0,280.0,250.0,250.0,250.0,,,,mm,,,,,,,,,,,,,,240–260,240–260,240–260,110.0,110.0,110.0,mm,,,,240.0,240.0,240.0,115.0,115.0,115.0,mm,,
MS_Ashmole_61_measure_1,manuscript_359,Ashmole,MS_Ashmole_61,MS. Ashmole 61,,MS_Ashmole_61,,,,,,,,,,,,,,,,,c. 417–8,418.0,417.0,c. 138–141,141.0,138.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_55_measure_1,manuscript_360,Ashmole,MS_Ash_Rolls_55,MS. Ash. Rolls 55,,MS_Ash_Rolls_55,,,,,,,,,,,,,,,,,260 130,260 130,260 130,135 45,135 45,135 45,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_796_measure_1,manuscript_383,Ashmole,MS_Ashmole_796,MS. Ashmole 796,,MS_Ashmole_796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_804_measure_1,manuscript_386,Ashmole,MS_Ashmole_804,MS. Ashmole 804,MS. Ashmole 804 – Part 4,MS_Ashmole_804-part4,,,,,,,,,,,,,,,,,300.0,300.0,300.0,143.0,143.0,143.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_813_measure_1,manuscript_390,Ashmole,MS_Ashmole_813,MS. Ashmole 813,,MS_Ashmole_813,,,,,,,,,,,,,,,,,278.0,278.0,278.0,198.0,198.0,198.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_828_measure_1,manuscript_392,Ashmole,MS_Ashmole_828,MS. Ashmole 828,,MS_Ashmole_828,,,,,,,,,,,,,,,,,350.0,350.0,350.0,251.0,251.0,251.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_970_measure_1,manuscript_397,Ashmole,MS_Ashmole_970,MS. Ashmole 970,,MS_Ashmole_970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_1_measure_1,manuscript_402,Auct_D,MS_Auct_D_1_1,MS. Auct. D. 1. 1,,MS_Auct_D_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_10_measure_1,manuscript_403,Auct_D,MS_Auct_D_1_10,MS. Auct. D. 1. 10,,MS_Auct_D_1_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_11_measure_1,manuscript_404,Auct_D,MS_Auct_D_1_11,MS. Auct. D. 1. 11,,MS_Auct_D_1_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_12_measure_1,manuscript_405,Auct_D,MS_Auct_D_1_12,MS. Auct. D. 1. 12,,MS_Auct_D_1_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_13_measure_1,manuscript_406,Auct_D,MS_Auct_D_1_13,MS. Auct. D. 1. 13,,MS_Auct_D_1_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_15_measure_1,manuscript_407,Auct_D,MS_Auct_D_1_15,MS. Auct. D. 1. 15,,MS_Auct_D_1_15,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_18_measure_1,manuscript_410,Auct_D,MS_Auct_D_1_18,MS. Auct. D. 1. 18,,MS_Auct_D_1_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_2_measure_1,manuscript_412,Auct_D,MS_Auct_D_1_2,MS. Auct. D. 1. 2,,MS_Auct_D_1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_20_measure_1,manuscript_413,Auct_D,MS_Auct_D_1_20,MS. Auct. D. 1. 20,,MS_Auct_D_1_20,,,,,,,,,,,,,,,,,271.0,271.0,271.0,238.0,238.0,238.0,,,,mm,,,,,,,,,,,,,,178.0,178.0,178.0,140.0,140.0,140.0,mm,,,,,,,,,,,,
MS_Auct_D_1_3_measure_1,manuscript_414,Auct_D,MS_Auct_D_1_3,MS. Auct. D. 1. 3,,MS_Auct_D_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_4_measure_1,manuscript_415,Auct_D,MS_Auct_D_1_4,MS. Auct. D. 1. 4,,MS_Auct_D_1_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_1_9_measure_1,manuscript_420,Auct_D,MS_Auct_D_1_9,MS. Auct. D. 1. 9,,MS_Auct_D_1_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_1_measure_1,manuscript_421,Auct_D,MS_Auct_D_2_1,MS. Auct. D. 2. 1,,MS_Auct_D_2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_10_measure_1,manuscript_422,Auct_D,MS_Auct_D_2_10,MS. Auct. D. 2. 10,,MS_Auct_D_2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_11_measure_1,manuscript_423,Auct_D,MS_Auct_D_2_11,MS. Auct. D. 2. 11,,MS_Auct_D_2_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_12_measure_1,manuscript_424,Auct_D,MS_Auct_D_2_12,MS. Auct. D. 2. 12,,MS_Auct_D_2_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_13_measure_1,manuscript_425,Auct_D,MS_Auct_D_2_13,MS. Auct. D. 2. 13,,MS_Auct_D_2_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_14_measure_1,manuscript_426,Auct_D,MS_Auct_D_2_14,MS. Auct. D. 2. 14,,MS_Auct_D_2_14,,,,,,,,,,,,,,,,,248.0,248.0,248.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,210.0,210.0,210.0,157.0,157.0,157.0,mm,,,,,,,,,,,,
MS_Auct_D_2_16_measure_1,manuscript_428,Auct_D,MS_Auct_D_2_16,MS. Auct. D. 2. 16,,MS_Auct_D_2_16,,,,,,,,,,,,,,,,,300.0,300.0,300.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,200.0,200.0,200.0,130.0,130.0,130.0,mm,,,,,,,,,,,,
MS_Auct_D_2_18_measure_1,manuscript_430,Auct_D,MS_Auct_D_2_18,MS. Auct. D. 2. 18,,MS_Auct_D_2_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_19_measure_1,manuscript_431,Auct_D,MS_Auct_D_2_19,MS. Auct. D. 2. 19,,MS_Auct_D_2_19,,,,,,,,,,,,,,,,,345–50,350.0,345.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_2_measure_1,manuscript_432,Auct_D,MS_Auct_D_2_2,MS. Auct. D. 2. 2,,MS_Auct_D_2_2,,,,,,,,,,,,,,,,,303.0,303.0,303.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_20_measure_1,manuscript_433,Auct_D,MS_Auct_D_2_20,MS. Auct. D. 2. 20,,MS_Auct_D_2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_4_measure_1,manuscript_436,Auct_D,MS_Auct_D_2_4,MS. Auct. D. 2. 4,,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_5_measure_1,manuscript_437,Auct_D,MS_Auct_D_2_5,MS. Auct. D. 2. 5,,MS_Auct_D_2_5,,,,,,,,,,,,,,,,,282.0,282.0,282.0,192.0,192.0,192.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_6_measure_1,manuscript_438,Auct_D,MS_Auct_D_2_6,MS. Auct. D. 2. 6,,MS_Auct_D_2_6,,,,,,,,,,,,,,,,,245.0,245.0,245.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_6_measure_2,manuscript_438,Auct_D,MS_Auct_D_2_6,MS. Auct. D. 2. 6,MS. Auct. D. 2. 6 – Part 1,MS_Auct_D_2_6-part1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,165.0,165.0,165.0,105.0,105.0,105.0,mm,34.0,34.0,34.0,,,,,,,,,
MS_Auct_D_2_6_measure_3,manuscript_438,Auct_D,MS_Auct_D_2_6,MS. Auct. D. 2. 6,MS. Auct. D. 2. 6 – Part 2 (fols. 9–155),MS_Auct_D_2_6-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,155.0,155.0,155.0,100.0,100.0,100.0,mm,23.0,23.0,23.0,,,,,,,,,
MS_Auct_D_2_6_measure_4,manuscript_438,Auct_D,MS_Auct_D_2_6,MS. Auct. D. 2. 6,MS. Auct. D. 2. 6 – Part 3 (fols. 156–200),MS_Auct_D_2_6-part3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,160.0,160.0,160.0,100.0,100.0,100.0,mm,29.0,29.0,29.0,,,,,,,,,
MS_Auct_D_2_7_measure_1,manuscript_439,Auct_D,MS_Auct_D_2_7,MS. Auct. D. 2. 7,,MS_Auct_D_2_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_7_measure_2,manuscript_439,Auct_D,MS_Auct_D_2_7,MS. Auct. D. 2. 7,MS. Auct. D. 2. 7 - endleaves (fols. ii-iv),MS_Auct_D_2_7-part5,fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,mm,,,,,,,,,,,,
MS_Auct_D_2_7_measure_3,manuscript_439,Auct_D,MS_Auct_D_2_7,MS. Auct. D. 2. 7,MS. Auct. D. 2. 7 - endleaves (fol. 230),MS_Auct_D_2_7-part6,fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,mm,,,,,,,,,,,,
MS_Auct_D_2_8_measure_1,manuscript_440,Auct_D,MS_Auct_D_2_8,MS. Auct. D. 2. 8,,MS_Auct_D_2_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_9_measure_1,manuscript_441,Auct_D,MS_Auct_D_2_9,MS. Auct. D. 2. 9,,MS_Auct_D_2_9,,,,,,,,,,,,,,,,,345.0,345.0,345.0,335.0,335.0,335.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_9_measure_2,manuscript_441,Auct_D,MS_Auct_D_2_9,MS. Auct. D. 2. 9,,MS_Auct_D_2_9,,,,,,,,,,,,,,,,,345.0,345.0,345.0,335.0,335.0,335.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_9_measure_3,manuscript_441,Auct_D,MS_Auct_D_2_9,MS. Auct. D. 2. 9,,MS_Auct_D_2_9,,,,,,,,,,,,,,,,,345.0,345.0,345.0,335.0,335.0,335.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_2_9_measure_4,manuscript_441,Auct_D,MS_Auct_D_2_9,MS. Auct. D. 2. 9,,MS_Auct_D_2_9,,,,,,,,,,,,,,,,,345.0,345.0,345.0,335.0,335.0,335.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_10_measure_1,manuscript_443,Auct_D,MS_Auct_D_3_10,MS. Auct. D. 3. 10,,MS_Auct_D_3_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_11_measure_1,manuscript_444,Auct_D,MS_Auct_D_3_11,MS. Auct. D. 3. 11,,MS_Auct_D_3_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_12_measure_1,manuscript_445,Auct_D,MS_Auct_D_3_12,MS. Auct. D. 3. 12,,MS_Auct_D_3_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_13_measure_1,manuscript_446,Auct_D,MS_Auct_D_3_13,MS. Auct. D. 3. 13,,MS_Auct_D_3_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_15_measure_1,manuscript_448,Auct_D,MS_Auct_D_3_15,MS. Auct. D. 3. 15,,MS_Auct_D_3_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_2_measure_1,manuscript_451,Auct_D,MS_Auct_D_3_2,MS. Auct. D. 3. 2,,MS_Auct_D_3_2,,,,,,,,,,,,,,,,,267.0,267.0,267.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,235.0,235.0,235.0,180.0,180.0,180.0,mm,,,,,,,,,,,,
MS_Auct_D_3_2_measure_2,manuscript_451,Auct_D,MS_Auct_D_3_2,MS. Auct. D. 3. 2,,MS_Auct_D_3_2,,,,,,,,,,,,,,,,,267.0,267.0,267.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,235.0,235.0,235.0,180.0,180.0,180.0,mm,,,,,,,,,,,,
MS_Auct_D_3_4_measure_1,manuscript_453,Auct_D,MS_Auct_D_3_4,MS. Auct. D. 3. 4,,MS_Auct_D_3_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_6_measure_1,manuscript_455,Auct_D,MS_Auct_D_3_6,MS. Auct. D. 3. 6,,MS_Auct_D_3_6,,,,,,,,,,,,,,,,,287.0,287.0,287.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_7_measure_1,manuscript_456,Auct_D,MS_Auct_D_3_7,MS. Auct. D. 3. 7,,MS_Auct_D_3_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_8_measure_1,manuscript_457,Auct_D,MS_Auct_D_3_8,MS. Auct. D. 3. 8,,MS_Auct_D_3_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_3_9_measure_1,manuscript_458,Auct_D,MS_Auct_D_3_9,MS. Auct. D. 3. 9,,MS_Auct_D_3_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_12_measure_1,manuscript_462,Auct_D,MS_Auct_D_4_12,MS. Auct. D. 4. 12,,MS_Auct_D_4_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_13_measure_1,manuscript_463,Auct_D,MS_Auct_D_4_13,MS. Auct. D. 4. 13,,MS_Auct_D_4_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_13_measure_2,manuscript_463,Auct_D,MS_Auct_D_4_13,MS. Auct. D. 4. 13,MS. Auct. D. 4. 13 – Part 3 (fols. 129–225),MS_Auct_D_4_13-part3,,,,,,,,,,,,,,,,,224.0,224.0,224.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_13_measure_3,manuscript_463,Auct_D,MS_Auct_D_4_13,MS. Auct. D. 4. 13,MS. Auct. D. 4. 13 – Part 3 (fols. 129–225),MS_Auct_D_4_13-part3,,,,,,,,,,,,,,,,,224.0,224.0,224.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_13_measure_4,manuscript_463,Auct_D,MS_Auct_D_4_13,MS. Auct. D. 4. 13,MS. Auct. D. 4. 13 – Part 3 (fols. 129–225),MS_Auct_D_4_13-part3,,,,,,,,,,,,,,,,,224.0,224.0,224.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_13_measure_5,manuscript_463,Auct_D,MS_Auct_D_4_13,MS. Auct. D. 4. 13,MS. Auct. D. 4. 13 – Part 3 (fols. 129–225),MS_Auct_D_4_13-part3,,,,,,,,,,,,,,,,,224.0,224.0,224.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_14_measure_1,manuscript_464,Auct_D,MS_Auct_D_4_14,MS. Auct. D. 4. 14,,MS_Auct_D_4_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Auct_D_4_17_measure_1,manuscript_466,Auct_D,MS_Auct_D_4_17,MS. Auct. D. 4. 17,,MS_Auct_D_4_17,,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
