metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: n,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_Holkham_Gr_95_measure_1,manuscript_6224,Holkham_gr,MS_Holkham_Gr_95,MS. Holkham Gr. 95,,MS_Holkham_Gr_95,,,,,,,,,,,,,,,,,320.0,320.0,320.0,225.0,225.0,225.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_96_measure_1,manuscript_6225,Holkham_gr,MS_Holkham_Gr_96,MS. Holkham Gr. 96,,MS_Holkham_Gr_96,,,,,,,,,,,,,,,,,295.0,295.0,295.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_97_measure_1,manuscript_6226,Holkham_gr,MS_Holkham_Gr_97,MS. Holkham Gr. 97,,MS_Holkham_Gr_97,,,,,,,,,,,,,,,,,283.0,283.0,283.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_98_measure_1,manuscript_6227,Holkham_gr,MS_Holkham_Gr_98,MS. Holkham Gr. 98,,MS_Holkham_Gr_98,,,,,,,,,,,,,,,,,250.0,250.0,250.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_99_measure_1,manuscript_6228,Holkham_gr,MS_Holkham_Gr_99,MS. Holkham Gr. 99,,MS_Holkham_Gr_99,,,,,,,,,,,,,,,,,195.0,195.0,195.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holkham_c_2_measure_1,manuscript_6229,Holkham_misc,Holkham_c_2,Holkham c. 2,,Holkham_c_2,,,,,,,,,,,,,,,,,313.0,313.0,313.0,223.0,223.0,223.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,155–61,161.0,155.0,mm,,
MS_Holkham_misc_17_measure_1,manuscript_6230,Holkham_misc,MS_Holkham_misc_17,MS. Holkham misc. 17,,MS_Holkham_misc_17,,,,,,,,,,,,,,,,,395.0,395.0,395.0,265.0,265.0,265.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,280–90,290.0,280.0,185–90,190.0,185.0,mm,,
MS_Holkham_misc_18_measure_1,manuscript_6231,Holkham_misc,MS_Holkham_misc_18,MS. Holkham misc. 18,,MS_Holkham_misc_18,,,,,,,,,,,,,,,,,320.0,320.0,320.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,155–60,160.0,155.0,mm,,
MS_Holkham_misc_19_measure_1,manuscript_6232,Holkham_misc,MS_Holkham_misc_19,MS. Holkham misc. 19,,MS_Holkham_misc_19,,,,,,,,,,,,,,,,,365.0,365.0,365.0,265.0,265.0,265.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,295.0,295.0,295.0,200–5,205.0,200.0,mm,,
MS_Holkham_misc_37_measure_1,manuscript_6233,Holkham_misc,MS_Holkham_misc_37,MS. Holkham misc. 37,,MS_Holkham_misc_37,,,,,,,,,,,,,,,,,205.0,205.0,205.0,135.0,135.0,135.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,145.0,145.0,145.0,90.0,90.0,90.0,mm,,
MS_Holkham_misc_50_measure_1,manuscript_6234,Holkham_misc,MS_Holkham_misc_50,MS. Holkham misc. 50,,MS_Holkham_misc_50,,,,,,,,,,,,,,,,,400.0,400.0,400.0,290.0,290.0,290.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,255.0,255.0,255.0,180.0,180.0,180.0,mm,,
MS_Holkham_misc_51_measure_1,manuscript_6235,Holkham_misc,MS_Holkham_misc_51,MS. Holkham misc. 51,,MS_Holkham_misc_51,,,,,,,,,,,,,,,,,400.0,400.0,400.0,290.0,290.0,290.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,255.0,255.0,255.0,185–90,190.0,185.0,mm,,
MS_Holkham_misc_52_measure_1,manuscript_6236,Holkham_misc,MS_Holkham_misc_52,MS. Holkham misc. 52,,MS_Holkham_misc_52,,,,,,,,,,,,,,,,,400.0,400.0,400.0,290.0,290.0,290.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,255.0,255.0,255.0,190.0,190.0,190.0,mm,,
MS_Holkham_misc_53_measure_1,manuscript_6237,Holkham_misc,MS_Holkham_misc_53,MS. Holkham misc. 53,,MS_Holkham_misc_53,,,,,,,,,,,,,,,,,400.0,400.0,400.0,290.0,290.0,290.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,255.0,255.0,255.0,185–90,190.0,185.0,mm,,
MS_Holkham_misc_1_measure_1,manuscript_6238,Holkham_misc,MS_Holkham_misc_1,MS. Holkham misc. 1,,MS_Holkham_misc_1,,,,,,,,,,,,,,,,,295.0,295.0,295.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,185–200,200.0,185.0,125–130,130.0,125.0,mm,,
MS_Holkham_misc_10_measure_1,manuscript_6239,Holkham_misc,MS_Holkham_misc_10,MS. Holkham misc. 10,,MS_Holkham_misc_10,,,,,,,,,,,,,,,,,340.0,340.0,340.0,255.0,255.0,255.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,230–50,250.0,230.0,160–5,165.0,160.0,mm,,
MS_Holkham_misc_11_measure_1,manuscript_6240,Holkham_misc,MS_Holkham_misc_11,MS. Holkham misc. 11,,MS_Holkham_misc_11,,,,,,,,,,,,,,,,,270.0,270.0,270.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,175–80,180.0,175.0,110–30,130.0,110.0,mm,,
MS_Holkham_misc_12_measure_1,manuscript_6241,Holkham_misc,MS_Holkham_misc_12,MS. Holkham misc. 12,,MS_Holkham_misc_12,,,,,,,,,,,,,,,,,170.0,170.0,170.0,120.0,120.0,120.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,93.0,93.0,93.0,65.0,65.0,65.0,mm,,
MS_Holkham_misc_13_measure_1,manuscript_6242,Holkham_misc,MS_Holkham_misc_13,MS. Holkham misc. 13,,MS_Holkham_misc_13,,,,,,,,,,,,,,,,,215.0,215.0,215.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,150.0,150.0,150.0,100–5,105.0,100.0,mm,,
MS_Holkham_misc_14_measure_1,manuscript_6243,Holkham_misc,MS_Holkham_misc_14,MS. Holkham misc. 14,,MS_Holkham_misc_14,,,,,,,,,,,,,,,,,220.0,220.0,220.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,160–70,170.0,160.0,130.0,130.0,130.0,mm,,
MS_Holkham_misc_15_measure_1,manuscript_6244,Holkham_misc,MS_Holkham_misc_15,MS. Holkham misc. 15,,MS_Holkham_misc_15,,,,,,,,,,,,,,,,,270.0,270.0,270.0,105.0,105.0,105.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,172.0,172.0,172.0,105.0,105.0,105.0,mm,,
MS_Holkham_misc_16_measure_1,manuscript_6245,Holkham_misc,MS_Holkham_misc_16,MS. Holkham misc. 16,,MS_Holkham_misc_16,,,,,,,,,,,,,,,,,220.0,220.0,220.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,160–70,170.0,160.0,110–20,120.0,110.0,mm,,
MS_Holkham_misc_2_measure_1,manuscript_6246,Holkham_misc,MS_Holkham_misc_2,MS. Holkham misc. 2,,MS_Holkham_misc_2,,,,,,,,,,,,,,,,,240.0,240.0,240.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,160.0,160.0,160.0,90.0,90.0,90.0,mm,,
MS_Holkham_misc_20_measure_1,manuscript_6247,Holkham_misc,MS_Holkham_misc_20,MS. Holkham misc. 20,,MS_Holkham_misc_20,,,,,,,,,,,,,,,,,270–5,275.0,270.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,190–210,210.0,190.0,130–45,145.0,130.0,mm,,
MS_Holkham_misc_21_measure_1,manuscript_6248,Holkham_misc,MS_Holkham_misc_21,MS. Holkham misc. 21,,MS_Holkham_misc_21,,,,,,,,,,,,,,,,,310.0,310.0,310.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,235–40,240.0,235.0,140–5,145.0,140.0,mm,,
MS_Holkham_misc_22_measure_1,manuscript_6249,Holkham_misc,MS_Holkham_misc_22,MS. Holkham misc. 22,,MS_Holkham_misc_22,,,,,,,,,,,,,,,,,270–80,280.0,270.0,205.0,205.0,205.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,205–10,210.0,205.0,140–5,145.0,140.0,mm,,
MS_Holkham_misc_22_measure_2,manuscript_6249,Holkham_misc,MS_Holkham_misc_22,MS. Holkham misc. 22,,MS_Holkham_misc_22,,,,,,,,,,,,,,,,,270–80,280.0,270.0,205.0,205.0,205.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,205–10,210.0,205.0,140–5,145.0,140.0,mm,,
MS_Holkham_misc_22_measure_3,manuscript_6249,Holkham_misc,MS_Holkham_misc_22,MS. Holkham misc. 22,,MS_Holkham_misc_22,,,,,,,,,,,,,,,,,270–80,280.0,270.0,205.0,205.0,205.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,205–10,210.0,205.0,140–5,145.0,140.0,mm,,
MS_Holkham_misc_23_measure_1,manuscript_6250,Holkham_misc,MS_Holkham_misc_23,MS. Holkham misc. 23,,MS_Holkham_misc_23,,,,,,,,,,,,,,,,,290.0,290.0,290.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,210–5,215.0,210.0,130.0,130.0,130.0,mm,,
MS_Holkham_misc_24_measure_1,manuscript_6251,Holkham_misc,MS_Holkham_misc_24,MS. Holkham misc. 24,,MS_Holkham_misc_24,,,,,,,,,,,,,,,,,200.0,200.0,200.0,70.0,70.0,70.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,165–70,170.0,165.0,50–5,55.0,50.0,mm,,
MS_Holkham_misc_25_measure_1,manuscript_6252,Holkham_misc,MS_Holkham_misc_25,MS. Holkham misc. 25,,MS_Holkham_misc_25,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,155–60,160.0,155.0,100.0,100.0,100.0,mm,,
MS_Holkham_misc_26_measure_1,manuscript_6253,Holkham_misc,MS_Holkham_misc_26,MS. Holkham misc. 26,,MS_Holkham_misc_26,,,,,,,,,,,,,,,,,280.0,280.0,280.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,175–80,180.0,175.0,120.0,120.0,120.0,mm,,
MS_Holkham_misc_27_measure_1,manuscript_6254,Holkham_misc,MS_Holkham_misc_27,MS. Holkham misc. 27,,MS_Holkham_misc_27,,,,,,,,,,,,,,,,,212.0,212.0,212.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0,105.0,75.0,75.0,75.0,mm,,
MS_Holkham_misc_28_measure_1,manuscript_6255,Holkham_misc,MS_Holkham_misc_28,MS. Holkham misc. 28,,MS_Holkham_misc_28,,,,,,,,,,,,,,,,,285–90,290.0,285.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,230 195 195,230 195 195,230 195 195,175 140 135,175 140 135,175 140 135,mm,,,,,,,,,,,,
MS_Holkham_misc_28_measure_2,manuscript_6255,Holkham_misc,MS_Holkham_misc_28,MS. Holkham misc. 28,,MS_Holkham_misc_28,,,,,,,,,,,,,,,,,285–90,290.0,285.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,230 195 195,230 195 195,230 195 195,175 140 135,175 140 135,175 140 135,mm,,,,,,,,,,,,
MS_Holkham_misc_29_measure_1,manuscript_6256,Holkham_misc,MS_Holkham_misc_29,MS. Holkham misc. 29,,MS_Holkham_misc_29,,,,,,,,,,,,,,,,,245.0,245.0,245.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,175–95,195.0,175.0,125–40,140.0,125.0,mm,,
MS_Holkham_misc_3_measure_1,manuscript_6257,Holkham_misc,MS_Holkham_misc_3,MS. Holkham misc. 3,,MS_Holkham_misc_3,,,,,,,,,,,,,,,,,285.0,285.0,285.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,175.0,175.0,175.0,120.0,120.0,120.0,mm,,
MS_Holkham_misc_30_measure_1,manuscript_6258,Holkham_misc,MS_Holkham_misc_30,MS. Holkham misc. 30,,MS_Holkham_misc_30,,,,,,,,,,,,,,,,,225–30,230.0,225.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,175–85,185.0,175.0,110–20,120.0,110.0,mm,,
MS_Holkham_misc_31_measure_1,manuscript_6259,Holkham_misc,MS_Holkham_misc_31,MS. Holkham misc. 31,,MS_Holkham_misc_31,,,,,,,,,,,,,,,,,340.0,340.0,340.0,240.0,240.0,240.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,225.0,225.0,225.0,145–50,150.0,145.0,mm,,
MS_Holkham_misc_32_measure_1,manuscript_6260,Holkham_misc,MS_Holkham_misc_32,MS. Holkham misc. 32,,MS_Holkham_misc_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_misc_33_measure_1,manuscript_6261,Holkham_misc,MS_Holkham_misc_33,MS. Holkham misc. 33,,MS_Holkham_misc_33,,,,,,,,,,,,,,,,,260.0,260.0,260.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,180 200–20,180 220,180 200,130 145–50,130 150,130 145,mm,,
MS_Holkham_misc_33_measure_2,manuscript_6261,Holkham_misc,MS_Holkham_misc_33,MS. Holkham misc. 33,,MS_Holkham_misc_33,,,,,,,,,,,,,,,,,260.0,260.0,260.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,180 200–20,180 220,180 200,130 145–50,130 150,130 145,mm,,
MS_Holkham_misc_33_measure_3,manuscript_6261,Holkham_misc,MS_Holkham_misc_33,MS. Holkham misc. 33,,MS_Holkham_misc_33,,,,,,,,,,,,,,,,,260.0,260.0,260.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,180 200–20,180 220,180 200,130 145–50,130 150,130 145,mm,,
MS_Holkham_misc_34_measure_1,manuscript_6262,Holkham_misc,MS_Holkham_misc_34,MS. Holkham misc. 34,,MS_Holkham_misc_34,,,,,,,,,,,,,,,,,280.0,280.0,280.0,185.0,185.0,185.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,205–10,210.0,205.0,140.0,140.0,140.0,mm,,
MS_Holkham_misc_35_measure_1,manuscript_6263,Holkham_misc,MS_Holkham_misc_35,MS. Holkham misc. 35,,MS_Holkham_misc_35,,,,,,,,,,,,,,,,,185.0,185.0,185.0,110.0,110.0,110.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,145–50,150.0,145.0,65–70,70.0,65.0,mm,,
MS_Holkham_misc_36_measure_1,manuscript_6264,Holkham_misc,MS_Holkham_misc_36,MS. Holkham misc. 36,,MS_Holkham_misc_36,,,,,,,,,,,,,,,,,250.0,250.0,250.0,180–5,185.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,195–210,210.0,195.0,150.0,150.0,150.0,mm,,
MS_Holkham_misc_38_measure_1,manuscript_6265,Holkham_misc,MS_Holkham_misc_38,MS. Holkham misc. 38,,MS_Holkham_misc_38,,,,,,,,,,,,,,,,,340.0,340.0,340.0,250.0,250.0,250.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,230–5,235.0,230.0,160–5,165.0,160.0,mm,,
MS_Holkham_misc_39_measure_1,manuscript_6266,Holkham_misc,MS_Holkham_misc_39,MS. Holkham misc. 39,,MS_Holkham_misc_39,,,,,,,,,,,,,,,,,210–20,220.0,210.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,155–70,170.0,155.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
MS_Holkham_misc_4_measure_1,manuscript_6267,Holkham_misc,MS_Holkham_misc_4,MS. Holkham misc. 4,,MS_Holkham_misc_4,,,,,,,,,,,,,,,,,205.0,205.0,205.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,165–70,170.0,165.0,70–5,75.0,70.0,mm,,
MS_Holkham_misc_40_measure_1,manuscript_6268,Holkham_misc,MS_Holkham_misc_40,MS. Holkham misc. 40,,MS_Holkham_misc_40,,,,,,,,,,,,,,,,,282.0,282.0,282.0,189.0,189.0,189.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_misc_40_measure_2,manuscript_6268,Holkham_misc,MS_Holkham_misc_40,MS. Holkham misc. 40,,MS_Holkham_misc_40,,,,,,,,,,,,,,,,,282.0,282.0,282.0,189.0,189.0,189.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Holkham_misc_41_measure_1,manuscript_6269,Holkham_misc,MS_Holkham_misc_41,MS. Holkham misc. 41,,MS_Holkham_misc_41,,,,,,,,,,,,,,,,,160.0,160.0,160.0,105.0,105.0,105.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,125–30,130.0,125.0,75–80,80.0,75.0,mm,,
MS_Holkham_misc_42_measure_1,manuscript_6270,Holkham_misc,MS_Holkham_misc_42,MS. Holkham misc. 42,,MS_Holkham_misc_42,,,,,,,,,,,,,,,,,170.0,170.0,170.0,115.0,115.0,115.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,127–9,129.0,127.0,86.0,86.0,86.0,mm,,
MS_Holkham_misc_43_measure_1,manuscript_6271,Holkham_misc,MS_Holkham_misc_43,MS. Holkham misc. 43,,MS_Holkham_misc_43,,,,,,,,,,,,,,,,,200.0,200.0,200.0,130.0,130.0,130.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,160–5,165.0,160.0,85–90,90.0,85.0,mm,,
MS_Holkham_misc_44_measure_1,manuscript_6272,Holkham_misc,MS_Holkham_misc_44,MS. Holkham misc. 44,,MS_Holkham_misc_44,,,,,,,,,,,,,,,,,305.0,305.0,305.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,215–20,220.0,215.0,135–40,140.0,135.0,mm,,
MS_Holkham_misc_45_measure_1,manuscript_6273,Holkham_misc,MS_Holkham_misc_45,MS. Holkham misc. 45,,MS_Holkham_misc_45,,,,,,,,,,,,,,,,,185–90,190.0,185.0,130–5,135.0,130.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,120.0,120.0,120.0,85.0,85.0,85.0,mm,,
MS_Holkham_misc_46_measure_1,manuscript_6274,Holkham_misc,MS_Holkham_misc_46,MS. Holkham misc. 46,,MS_Holkham_misc_46,,,,,,,,,,,,,,,,,290.0,290.0,290.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,205–10,210.0,205.0,185–90 (including marginal glosses),190.0,185.0,mm,,
MS_Holkham_misc_47_measure_1,manuscript_6275,Holkham_misc,MS_Holkham_misc_47,MS. Holkham misc. 47,,MS_Holkham_misc_47,,,,,,,,,,,,,,,,,435.0,435.0,435.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,298–300,300.0,298.0,167–8,168.0,167.0,mm,,
MS_Holkham_misc_48_measure_1,manuscript_6276,Holkham_misc,MS_Holkham_misc_48,MS. Holkham misc. 48,,MS_Holkham_misc_48,,,,,,,,,,,,,,,,,355–60,360.0,355.0,235.0,235.0,235.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,210–50,250.0,210.0,180–200,200.0,180.0,mm,,
MS_Holkham_misc_49_measure_1,manuscript_6277,Holkham_misc,MS_Holkham_misc_49,MS. Holkham misc. 49,,MS_Holkham_misc_49,,,,,,,,,,,,,,,,,360.0,360.0,360.0,265.0,265.0,265.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,233.0,233.0,233.0,160.0,160.0,160.0,mm,,
MS_Holkham_misc_5_measure_1,manuscript_6278,Holkham_misc,MS_Holkham_misc_5,MS. Holkham misc. 5,,MS_Holkham_misc_5,,,,,,,,,,,,,,,,,310.0,310.0,310.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,235–40,240.0,235.0,150–5,155.0,150.0,mm,,
MS_Holkham_misc_6_measure_1,manuscript_6279,Holkham_misc,MS_Holkham_misc_6,MS. Holkham misc. 6,,MS_Holkham_misc_6,,,,,,,,,,,,,,,,,360.0,360.0,360.0,250.0,250.0,250.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,265–80,280.0,265.0,175–90,190.0,175.0,mm,,
MS_Holkham_misc_6_measure_2,manuscript_6279,Holkham_misc,MS_Holkham_misc_6,MS. Holkham misc. 6,,MS_Holkham_misc_6-part1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,
MS_Holkham_misc_6_measure_3,manuscript_6279,Holkham_misc,MS_Holkham_misc_6,MS. Holkham misc. 6,,MS_Holkham_misc_6-part2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,40 41,41.0,40.0,,,,,,,,,
MS_Holkham_misc_7_measure_1,manuscript_6280,Holkham_misc,MS_Holkham_misc_7,MS. Holkham misc. 7,,MS_Holkham_misc_7,,,,,,,,,,,,,,,,,275.0,275.0,275.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,210.0,210.0,210.0,130.0,130.0,130.0,mm,,
MS_Holkham_misc_8_measure_1,manuscript_6281,Holkham_misc,MS_Holkham_misc_8,MS. Holkham misc. 8,,MS_Holkham_misc_8,,,,,,,,,,,,,,,,,275–80,280.0,275.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,200–5,205.0,200.0,100–5,105.0,100.0,mm,,
MS_Holkham_misc_8_measure_2,manuscript_6281,Holkham_misc,MS_Holkham_misc_8,MS. Holkham misc. 8,,MS_Holkham_misc_8,,,,,,,,,,,,,,,,,275–80,280.0,275.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,200–5,205.0,200.0,100–5,105.0,100.0,mm,,
MS_Holkham_misc_8_measure_3,manuscript_6281,Holkham_misc,MS_Holkham_misc_8,MS. Holkham misc. 8,,MS_Holkham_misc_8,,,,,,,,,,,,,,,,,275–80,280.0,275.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,200–5,205.0,200.0,100–5,105.0,100.0,mm,,
MS_Holkham_misc_9_measure_1,manuscript_6282,Holkham_misc,MS_Holkham_misc_9,MS. Holkham misc. 9,,MS_Holkham_misc_9,,,,,,,,,,,,,,,,,275.0,275.0,275.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,200–5,205.0,200.0,135.0,135.0,135.0,mm,,
MS_Ir_d_5_measure_1,manuscript_6287,Irish,MS_Ir_d_5,MS. Ir. d. 5,,MS_Ir_d_5,,,,,,,,,275–7 275–6,277 276,275 275,34–9 33–9,39 39,34 33,mm,,285.0,285.0,285.0,192.0,192.0,192.0,,,,mm,,,,275–7 275–6,277 276,275 275,34–9 33–9,39 39,34 33,mm,,,,265.0,265.0,265.0,170.0,170.0,170.0,mm,,,,,,,,,,,,
MS_Ital_b_3_measure_1,manuscript_6289,Italian,MS_Ital_b_3,MS. Ital. b. 3,,MS_Ital_b_3,,,,,,,,,,,,,,,,,c. 365–70,370.0,365.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,230.0,230.0,230.0,165.0,165.0,165.0,mm,,,,,,,,,,,,
MS_Ital_d_30_measure_1,manuscript_6290,Italian,MS_Ital_d_30,MS. Ital. d. 30,,MS_Ital_d_30,,,,,,,,,,,,,,,,,240.0,240.0,240.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0,165.0,110.0,110.0,110.0,mm,,
MS_Ital_d_5_measure_1,manuscript_6291,Italian,MS_Ital_d_5,MS. Ital. d. 5,,MS_Ital_d_5,,,,,,,,,,,,,,,,,290.0,290.0,290.0,197.0,197.0,197.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ital_e_13_measure_1,manuscript_6292,Italian,MS_Ital_e_13,MS. Ital. e. 13,,MS_Ital_e_13,,,,,,,,,,,,,,,,,210.0,210.0,210.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,145–50,150.0,145.0,95–100,100.0,95.0,mm,,,,,,,,,,,,
MS_Ital_e_16_measure_1,manuscript_6293,Italian,MS_Ital_e_16,MS. Ital. e. 16,,MS_Ital_e_16,,,,,,,,,,,,,,,,,187.0,187.0,187.0,127.0,127.0,127.0,,,,mm,,,,,,,,,,,,,,124.0,124.0,124.0,78.0,78.0,78.0,mm,,,,,,,,,,,,
MS_Ital_e_18_measure_1,manuscript_6294,Italian,MS_Ital_e_18,MS. Ital. e. 18,,MS_Ital_e_18,,,,,,,,,,,,,,,,,207–8,208.0,207.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,135–45,145.0,135.0,80.0,80.0,80.0,mm,,
MS_Ital_e_19_measure_1,manuscript_6295,Italian,MS_Ital_e_19,MS. Ital. e. 19,,MS_Ital_e_19,,,,,,,,,,,,,,,,,195.0,195.0,195.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,160–5,165.0,160.0,90.0,90.0,90.0,mm,,
MS_Ital_e_2_measure_1,manuscript_6296,Italian,MS_Ital_e_2,MS. Ital. e. 2,,MS_Ital_e_2,,,,,,,,,,,,,,,,,185.0,185.0,185.0,93.0,93.0,93.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ital_e_6_measure_1,manuscript_6299,Italian,MS_Ital_e_6,MS. Ital. e. 6,,MS_Ital_e_6,,,,,,,,,,,,,,,,,168–9,169.0,168.0,86–7,87.0,86.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,140.0,140.0,140.0,55.0,55.0,55.0,mm,,
MS_Ital_e_9_measure_1,manuscript_6300,Italian,MS_Ital_e_9,MS. Ital. e. 9,,MS_Ital_e_9,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,160.0,160.0,160.0,115.0,115.0,115.0,mm,,,,,,,,,,,,
