metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Add. 9309",manuscript,,MS-ADD-09309,Codex: 34 leaves. Only small portions of the second leaf (f. 2r-2v and f. [2a]) remain. A single fragment of another missing leaf features after f. 19 (f. [19a]). 175 135-145,34.0,,,,,,,,,,,,,,,,,,175.0,175.0,175.0,135-145,145.0,135.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,185.0,185.0,185.0,120-125,125.0,120.0,mm,,,,,,,,,,,none,
_measure_1,manuscript_73427.1,,,"Cambridge, University Library, MS Add. 10062",manuscript,,MS-ADD-10062-OVERTEXT,176 ff. 280 170-178,176.0,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,170-178,178.0,170.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,31 38,38.0,31.0,220-230,230.0,220.0,130.0,130.0,130.0,mm,,,,,,,,,,,hardpoint,
_measure_2,manuscript_73427.1,,,"Cambridge, University Library, MS Add. 10062",manuscript,,MS-ADD-10062-OVERTEXT,176 ff. 280 170-178,176.0,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,170-178,178.0,170.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25 29,29.0,25.0,195.0,195.0,195.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11797,,,"Cambridge, University Library, MS Add. 10070",manuscript,,MS-ADD-10070,Codex 288 277 223,288.0,,,,,,,,,,,,,,,,,,277.0,277.0,277.0,223.0,223.0,223.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,20.0,20.0,20.0,200.0,200.0,200.0,150.0,150.0,150.0,mm,,,,,,,,,,,hardpoint,below
_measure_2,manuscript_11797,,,"Cambridge, University Library, MS Add. 10070",manuscript,,MS-ADD-10070,Codex 288 277 223,288.0,,,,,,,,,,,,,,,,,,277.0,277.0,277.0,223.0,223.0,223.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,20 21,21.0,20.0,200.0,200.0,200.0,150.0,150.0,150.0,mm,,,,,,,,,,,hardpoint,mixed
_measure_3,manuscript_11797,,,"Cambridge, University Library, MS Add. 10070",manuscript,,MS-ADD-10070,Codex 288 277 223,288.0,,,,,,,,,,,,,,,,,,277.0,277.0,277.0,223.0,223.0,223.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,20.0,20.0,20.0,200.0,200.0,200.0,150.0,150.0,150.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",manuscript-composite,,MS-DD-00002-00022,,,,,,,,,,,,,,,,,,,,320.0,320.0,320.0,233.0,233.0,233.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,38.0,38.0,38.0,232.0,232.0,232.0,165.0,165.0,165.0,mm,,,,,,,,,,,crayon,above
_measure_3,manuscript_12147,,,"Cambridge, University Library, MS Dd.2.22",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,49 72,72.0,49.0,252.0,252.0,252.0,160.0,160.0,160.0,mm,,,,,,,,,,,hardpoint,mixed
_measure_1,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",manuscript-composite,,MS-DD-00002-00051,Codex i + 7 + 233 + 3 260 210,233.0,10.0,1.0,,,,,,,,,,,,,,,,260.0,260.0,260.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,31.0,31.0,31.0,219.0,219.0,219.0,137.0,137.0,137.0,mm,,,,,,,,,,,,
_measure_3,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,43.0,43.0,43.0,212.0,212.0,212.0,147.0,147.0,147.0,mm,,,,,,,,,,,,
_measure_4,manuscript_12148,,,"Cambridge, University Library, MS Dd.2.51",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,43 54,54.0,43.0,210-229,229.0,210.0,147.0,147.0,147.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",manuscript-composite,,MS-DD-00003-00050,Codex iii + 1 + 173 + iii 270 180,173.0,1.0,6.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,26.0,26.0,26.0,210-222,222.0,210.0,155.0,155.0,155.0,mm,,,,,,,,,,,hardpoint,below
_measure_3,manuscript_12150,,,"Cambridge, University Library, MS Dd.3.50",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,185-190,190.0,185.0,110.0,110.0,110.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",manuscript-composite,,MS-DD-00003-00051,Codex: 5 | 107 | 14 leaves.,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",part,,,Codex: 5 leaves. 145-270 190,5.0,,,,,,,,,,,,,,,,,,145-270,270.0,145.0,190.0,190.0,190.0,,,,mm,4.0,4.0,4.0,,,,,,,,,,,,48.0,48.0,48.0,205.0,205.0,205.0,120.0,120.0,120.0,mm,,,,,,,,,,,leadpoint,above
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",part,,,Codex: 107 leaves.,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,29 39,39.0,29.0,200-215,215.0,200.0,145-165,165.0,145.0,mm,,,,,,,,,,,leadpoint,above
_measure_4,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,35 37,37.0,35.0,220.0,220.0,220.0,180.0,180.0,180.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52",manuscript,,MS-DD-00003-00052,Codex: i + 262 + i leaves. 290 215,262.0,,2.0,,,,,,,,,,,,,,,,290.0,290.0,290.0,215.0,215.0,215.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,35 50,50.0,35.0,190-240,240.0,190.0,110-160,160.0,110.0,mm,,,,,,,,,,,plummet,above
_measure_1,manuscript_12151,,,"Cambridge, University Library, MS Dd.3.86.9",manuscript,,MS-DD-00003-00086-00009,"Codex iii + 29 + iii , 307 200",29.0,,6.0,,,,,,,,,,,,,,,,307.0,307.0,307.0,200.0,200.0,200.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,38.0,38.0,38.0,255.0,255.0,255.0,150.0,150.0,150.0,mm,,,,,,,,,,,,
_measure_2,manuscript_12151,,,"Cambridge, University Library, MS Dd.3.86.9",manuscript,,MS-DD-00003-00086-00009,"Codex iii + 29 + iii , 307 200",29.0,,6.0,,,,,,,,,,,,,,,,307.0,307.0,307.0,200.0,200.0,200.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,37 38,38.0,37.0,ca. 255-255,255.0,250.0,150.0,150.0,150.0,mm,,,,,,,,,,,,
_measure_1,manuscript_77483,,,"Cambridge, University Library, MS Dd.3.86.10-11",manuscript-composite,,MS-DD-00003-00086-00010-00011,"Codex i + 18 + i , ca. 210 140",18.0,,2.0,,,,,,,,,,,,,,,,210.0,210.0,210.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_77483,,,"Cambridge, University Library, MS Dd.3.86.10-11",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,160.0,160.0,160.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_3,manuscript_77483,,,"Cambridge, University Library, MS Dd.3.86.10-11",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,150.0,150.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12152,,,"Cambridge, University Library, MS Dd.4.16",manuscript-composite,,MS-DD-00004-00016,,,,,,,,,,,,,,,,,,,,210.0,210.0,210.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_12152,,,"Cambridge, University Library, MS Dd.4.16",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,27.0,27.0,27.0,155.0,155.0,155.0,100.0,100.0,100.0,mm,,,,,,,,,,,,
_measure_3,manuscript_12152,,,"Cambridge, University Library, MS Dd.4.16",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,23.0,23.0,23.0,150.0,150.0,150.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_4,manuscript_12152,,,"Cambridge, University Library, MS Dd.4.16",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25 27,27.0,25.0,145.0,145.0,145.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,"Codex: iv + 180 + iv leaves. 36 leaves of parchment or paper have been inserted in place of missing leaves as part of the volume's conservation. See Custodial History for further information. These inserted leaves have not been digitised, with two exceptions, where the remains of a leaf have been incorporated and mis-numbered (f. 37, as '36b'; and f. 188, as '188a'). 285 190 The dimensions here relate to the leaves of paper. Those of parchment are of irregular size and typically smaller than the paper leaves.",180.0,,8.0,,,,,,,,,,,,,,,,285.0,285.0,285.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,41 48,48.0,41.0,220.0,220.0,210.0,110-140,140.0,110.0,mm,,,,,,,,,,,mixed,below
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",manuscript-composite,,MS-DD-00004-00039,Codex iv + 298 + iv,298.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,,,,,,,,,,,,,,,,,,,,220.0,220.0,220.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,142-166,166.0,142.0,105.0,105.0,105.0,mm,,,,,,,,,,,hardpoint,below
_measure_3,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,,,,,,,,,,,,,,,,,,,,220.0,220.0,220.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,166.0,166.0,166.0,105.0,105.0,105.0,mm,,,,,,,,,,,hardpoint,below
_measure_4,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,,,,,,,,,,,,,,,,,,,,220.0,220.0,220.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,16.0,16.0,16.0,148.0,148.0,148.0,105.0,105.0,105.0,mm,,,,,,,,,,,hardpoint,below
_measure_5,manuscript_12153,,,"Cambridge, University Library, MS Dd.4.39",part,,,,,,,,,,,,,,,,,,,,,,212.0,212.0,212.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20.0,20.0,20.0,143.0,143.0,143.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12154,,,"Cambridge, University Library, MS Dd.4.40",manuscript,,MS-DD-00004-00040,,,,,,,,,,,,,,,,,,,,233.0,233.0,233.0,178.0,178.0,178.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,36 41,41.0,36.0,230.0,230.0,230.0,175.0,175.0,175.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12155,,,"Cambridge, University Library, MS Dd.4.42",manuscript,,MS-DD-00004-00042,Codex i + 167 + i 230 180,167.0,,1.0,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,32.0,32.0,32.0,165.0,165.0,165.0,135.0,135.0,135.0,mm,,,,,,,,,,,hardpoint,mixed
_measure_2,manuscript_12155,,,"Cambridge, University Library, MS Dd.4.42",manuscript,,MS-DD-00004-00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_12156,,,"Cambridge, University Library, MS Dd.4.63",manuscript,,MS-DD-00004-00063,Codex i-iii + iv-xii + 55 + xiii-xv 230-235 150,55.0,9.0,6.0,,,,,,,,,,,,,,,,230-235,235.0,230.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,32 37,37.0,32.0,180-190,190.0,180.0,110-115,115.0,110.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.5",manuscript,,MS-DD-00005-00005,Codex: i + 424 + i leaves. 200 135,424.0,,2.0,,,,,,,,,,,,,,,,200.0,200.0,200.0,135.0,135.0,135.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,,,,130.0,130.0,130.0,85.0,85.0,85.0,mm,30.0,30.0,30.0,,,,,,,,ink,below
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.21",manuscript,,MS-DD-00005-00021,Codex: iv + 13 + iv leaves. 210 275,13.0,,8.0,,,,,,,,,,,,,,,,210.0,210.0,210.0,275.0,275.0,275.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.5.21",manuscript,,MS-DD-00005-00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.5.21",manuscript,,MS-DD-00005-00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_12159,,,"Cambridge, University Library, MS Dd.5.29",manuscript,,MS-DD-00005-00029,"Codex 95 , 185 143",95.0,,,,,,,,,,,,,,,,,,185.0,185.0,185.0,143.0,143.0,143.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,26 35,35.0,26.0,170.0,170.0,170.0,125.0,125.0,125.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",manuscript-composite,,MS-DD-00005-00053,Codex: ii + 2 + 88 | 55 + iii leaves. 210 135-140,143.0,2.0,5.0,,,,,,,,,,,,,,,,210.0,210.0,210.0,135-140,140.0,135.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",part,,,Codex: 88 leaves.,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,30 34,34.0,30.0,210.0,210.0,210.0,135.0,135.0,135.0,mm,,,,,,,,,,,ink,below
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",part,,,Codex: 55 leaves.,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,30 32,32.0,30.0,210.0,210.0,210.0,135-140,140.0,135.0,mm,,,,,,,,,,,ink,below
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",manuscript-composite,,MS-DD-00005-00076,Codex: ii + 29 | 46 | 14 + vi leaves.,89.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",manuscript-composite,,MS-DD-00005-00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",manuscript-composite,,MS-DD-00005-00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,Codex: 27 leaves. 205 145,27.0,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,27.0,27.0,27.0,165.0,165.0,165.0,100.0,100.0,100.0,mm,,,,,,,,,,,ink,below
_measure_5,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,Codex: 2 leavves 205 140,2.0,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,140.0,140.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21 22,22.0,21.0,155-160,160.0,155.0,115-120,120.0,115.0,mm,,,,,,,,,,,,
_measure_6,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,Codex: 46 leaves. 200-205 140,46.0,,,,,,,,,,,,,,,,,,200-205,205.0,200.0,140.0,140.0,140.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,27 35,35.0,27.0,170.0,170.0,170.0,115-120,120.0,115.0,mm,,,,,,,,,,,ink,below
_measure_7,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,Codex: 15 leaves. 205 145,15.0,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,29.0,29.0,29.0,155.0,155.0,155.0,100.0,100.0,100.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.6.9",manuscript,,MS-DD-00006-00009,"Codex, comprising 80 leaves in 8 paper quires, including two torn leaves (ff. 1, 5) and excluding five paper stubs (ff. 2, 3, 4, 25, 78): 80 leaves. 200 150",80.0,,,,,,,,,,,,,,,,,,200.0,200.0,200.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,29 36,36.0,29.0,185-195,195.0,185.0,130.0,130.0,130.0,mm,,,,,,,,,,,none,
_measure_1,manuscript_12161.1,,,"Cambridge, University Library, MS Dd.6.18",manuscript,,MS-DD-00006-00018,Codex 61 201 152,61.0,,,,,,,,,,,,,,,,,,201.0,201.0,201.0,152.0,152.0,152.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,21 32,32.0,21.0,155.0,155.0,155.0,120.0,120.0,120.0,mm,,,,,,,,,,,pencil,
_measure_1,manuscript_12161.2,,,"Cambridge, University Library, MS Dd.6.19",manuscript,,MS-DD-00006-00019,Codex 2 + 91 182 145,91.0,2.0,,,,,,,,,,,,,,,,,182.0,182.0,182.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21 25,25.0,21.0,150.0,150.0,150.0,118.0,118.0,118.0,mm,,,,,,,,,,,crayon,
_measure_2,manuscript_12161.2,,,"Cambridge, University Library, MS Dd.6.19",manuscript,,MS-DD-00006-00019,Codex 2 + 91 182 145,91.0,2.0,,,,,,,,,,,,,,,,,182.0,182.0,182.0,145.0,145.0,145.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,20 26,26.0,20.0,155.0,155.0,155.0,120.0,120.0,120.0,mm,,,,,,,,,,,pencil,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,Codex: iii + 118 + iii leaves. 190 125-35,,,6.0,,,,,,,,,,,,,,,,190.0,190.0,190.0,125-35,135.0,125.0,,,,mm,13 22,22.0,13.0,,,,,,,,,,,,36.0,36.0,36.0,160.0,160.0,160.0,100.0,100.0,100.0,mm,,,,,,,,,,,ink,below
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,Codex: iii + 118 + iii leaves. 190 125-35,,,6.0,,,,,,,,,,,,,,,,190.0,190.0,190.0,125-35,135.0,125.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24 27,27.0,24.0,130.0,130.0,130.0,85-95,95.0,85.0,mm,,,,,,,,,,,ink,below
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,Codex: iii + 118 + iii leaves. 190 125-35,,,6.0,,,,,,,,,,,,,,,,190.0,190.0,190.0,125-35,135.0,125.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,130.0,130.0,130.0,85.0,85.0,85.0,mm,,,,,,,,,,,ink,below
_measure_4,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,Codex: iii + 118 + iii leaves. 190 125-35,,,6.0,,,,,,,,,,,,,,,,190.0,190.0,190.0,125-35,135.0,125.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,145.0,145.0,145.0,85-90,90.0,85.0,mm,,,,,,,,,,,ink,below
_measure_5,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_7,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_12162,,,"Cambridge, University Library, MS Dd.6.56",manuscript,,MS-DD-00006-00056,Codex iii + 83 + iii 146 95,83.0,6.0,,,,,,,,,,,,,,,,,146.0,146.0,146.0,95.0,95.0,95.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,17 18,18.0,17.0,100.0,100.0,100.0,65.0,65.0,65.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12163,,,"Cambridge, University Library, MS Dd.6.84",manuscript,,MS-DD-00006-00084,,,,,,,,,,,,,,,,,,,,140.0,140.0,140.0,90.0,90.0,90.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,15 25,25.0,15.0,125-135,135.0,125.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_2,manuscript_12163,,,"Cambridge, University Library, MS Dd.6.84",manuscript,,MS-DD-00006-00084,,,,,,,,,,,,,,,,,,,,140.0,140.0,140.0,90.0,90.0,90.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,25.0,25.0,25.0,130.0,130.0,130.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_1,manuscript_12164,,,"Cambridge, University Library, MS Dd.8.3",manuscript,,MS-DD-00008-00003,,,,,,,,,,,,,,,,,,,,396.0,396.0,396.0,140.0,140.0,140.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,47 65,65.0,47.0,312.0,312.0,312.0,55-110,110.0,55.0,mm,,,,,,,,,,,pencil,
_measure_1,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",manuscript-composite,,MS-DD-00008-00012,"Codex: ii, 6 | 431 | 20 | 7, i leaves.",458.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",manuscript-composite,,MS-DD-00008-00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,"Quire: ii (ff. 1-2), 6 (ff. 3-8) leaves. 380 250",,6.0,2.0,,,,,,,,,,,,,,,,380.0,380.0,380.0,250.0,250.0,250.0,,,,mm,3.0,3.0,3.0,,,,,,,,,,,,57.0,57.0,57.0,280.0,280.0,280.0,200.0,200.0,200.0,mm,,,,,,,,,,,ink,below
_measure_4,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,Codex: 431 leaves. 380 250,431.0,,,,,,,,,,,,,,,,,,380.0,380.0,380.0,250.0,250.0,250.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,52.0,52.0,52.0,245.0,245.0,245.0,155.0,155.0,155.0,mm,,,,,,,,,,,mixed,below
_measure_5,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,Quire: 20 leaves. 380 250,20.0,,,,,,,,,,,,,,,,,,380.0,380.0,380.0,250.0,250.0,250.0,,,,mm,3.0,3.0,3.0,,,,,,,,,,,,72 75,75.0,72.0,380.0,380.0,380.0,250.0,250.0,250.0,mm,,,,,,,,,,,ink,below
_measure_6,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,"Quire: 7 , i leaves. 380 250",7.0,1.0,,,,,,,,,,,,,,,,,380.0,380.0,380.0,250.0,250.0,250.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,72 75,75.0,72.0,280.0,280.0,280.0,180.0,180.0,180.0,mm,,,,,,,,,,,ink,below
