metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe A1 is the 'main hand' of the Inventories of churches found on pp. 55-125. Scribe A1 must have been working before 1284 at the latest as he copied a note about St Peter extra portam (now St Mary the Less) as belonging to St John's Hospital and not to Peterhouse, under whose jurisdiction it fell after 1284.",,,,,,,1.0,55-125,55.0,125.0,,,,,,,cursiva,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,Written by a single hand in Gothic Northern Textualis.,,,,,,,,,,,,,,,,,NorthernTextualis,,,Gothic Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 178/211",part,,,Copied by a single hand in Northern Textualis.,,,,,,,,,,,,,,,,,NorthernTextualis,,,Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 159/209",part,,,"Written by , a former owner of the volume in an Roger Marchall (c. 1417-1477) Rogerus Marshall (c. 1417-1477) Anglicana hand that also exhibits some Secretary features.",,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana; Secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 345/620",part,,,"Written in a northern European textualis libraria with some rotunda features. Marginal annotations in two hands, one of which may be that of the main scribe writing a minuscule of much more compressed aspect.",,,,,,,,,,,,,,,,,textualisNorthern,,,libraria; rotunda,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, 803/807, no.
                            57",manuscript,,MS-GONVILLE-AND-CAIUS-00803-00807-00057,Written in textura prescissa.,,,,,,,,,,,,,,,,,textualisNorthern,,,textura prescissa,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",part,,,Written in a typical cursiva antiquior with some anglicana features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,The notes for sermons are written in a northern European textualis libraria.,,,,,,,,,,,,,,,,,textualisNorthern,,,libraria,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 190/223",part,,,Gothic bookhand (hybrida).,,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in a northern textualis formata.,,,,,,,,,,,,,,,,,textualisNorthern,,,formata,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 98/50",part,,,Copied by a single hand in a Carolingian minuscule.,,,,,,,,,,,,,,,,,minusculeCaroline,,,Carolingian minuscule,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 366/588",part,,,"Written in a precise and heavily-abbreviated textualis libraria. The text has been corrected, and particular words and clauses have supralinear emendations written in an extremely small hand.",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 84/166",part,,,"The account roll on pp. [ii], [iii], and [vi] is copied copied by a single hand in a cursive script with both Anglicana and Secretary features.",,,,,,,,,,,,,,,,,cursiva,,,Anglicana; Secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,Written in the English form of Cursiva Antiquior typically referred to as Anglicana.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 200/106",part,,,Copied by a single scribe in a Northern Textualis script.,,,,,,,,,,,,,,,,,textualisNorthern,,,Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 97/49",part,,,Southern textualis.,,,,,,,,,,,,,,,,,southernTextualis,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 328/715",part,,,Copied by a single hand in a Northern Textualis script.,,,,,,,,,,,,,,,,,textualisNorthern,,,Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 147/197",part,,,Written in a single hand writing in Northern Gothic Textualis Libraria.,,,,,,,,,,,,,,,,,NorthernTextualis,,,Northern Gothic Textualis Libraria,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,MS-SIDNEYSUSSEX-00095,Written in a gothic hand.,,,,,,major,,,,,,,,,,,other,,,,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,MS-SIDNEYSUSSEX-00095,Textura.,,,,,,major,,,,,,,,,,,other,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 51",part,,,Written in a protogothic minuscule typical of scribal work produced in the 12th century in England and northern France,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 85",manuscript,,MS-SIDNEYSUSSEX-00085,Copied by a single early 14th-century hand in Cursiva Anglicana.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Cursiva Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 58",manuscript,,MS-SIDNEYSUSSEX-00058,The unfinished psalm on f. ii recto is written by a single hand in a cursive Northern Textualis.,,,,,,,,,,,,,,,,,textualisNorthern,,,Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,MS-00002,"Written in anglicana with rubrics in textura.James Willoughby has identified the scribe of fols 12r-15v as , writing master at Jesus College (John Nayler Nayler, John Libraries of Collegiate Churches, I, pp. 428, 429).",,,,,,major,1.0,12r-15v,12r,15v,,,,,,,other,,,anglicana; textura,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Newnham College, MS 4",manuscript,,MS-NEWNHAM-00004,ff. 1r-104r have been copied by a single hand working in a neat Anglicana Formata.,,,,,,,1.0,1r-104r,1r,104r,,,,,,,cursivaAntiquior,,,Anglicana Formata,,,,,,,,,
_hand_10,manuscript_1,,,,part,,,"Written in littera textualis, apparently by a single hand.",,,,,,,,,,,,,,,,,textualisNorthern,,,littera textualis,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Folios 111r-117v and 118r-127v have been copied by one or possibly two scribes in a cursive script with both anglicana and secretary features.,,,,,,,2.0,111r-117v; 118r-127v,111r 118r,117v 127v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, University Library, MS Ii.6.43",part,,,"ff. 146r, 157v-154r have been copied by one hand in a neat Secretary script.",,,,,,,,,,,,,,,,,Cursiva,,,Secretary,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,The French letter on f. 152v is copied by a single 15th-century hand in a cursive script with both anglicana and secretary features.,,,,,,,1.0,152v,152v,152v,,,,,,,curisva,,,anglicana; secretary,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,Folios 2:65r-2:67r were copied by a late 16th-century or early 17th-century Italic script.,,,,,,,1.0,2:65r-2:67r,2:65r,2:67r,,,,,,,humanisticaCursiva,,,Italic,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand F has copied ff. 2:69r-2:80v in a cursive script with both anglicana and secretary features.,,,,,,,1.0,2:69r-2:80v,2:69r,2:80v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Trinity College, MS B.14.19",part,,,Copied by a single hand in an anglicana script.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",part,,,Copied by a single scribe in a humanistic cursive script (probably the same hand that copied ff. 274r-277v).,,,,,,,1.0,274r-277v,274r,277v,,,,,,,cursiva,,,humanistic cursive,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Corpus Christi College, MS 210",part,,,"The descriptions of the River Severn and River Dee on pp. 300, 311 are copied by a single hand in a cursive script with anglicana features; ? perhaps an earlier copy by William Worcestre.",,,,,,,1.0,"300, 311",300.0,311.0,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Folios 36r-37r written in a narrow northern textualis libraria. Double-compartment minuscule a. Sloping-backed-d. Caroline-s in initial position at the beginning of clauses, as the terminal form, and for proper nouns, but long-s used in most initial, and all medial positions. Dotted-y.",,,,,,,1.0,36r-37r,36r,37r,,,,,,,northernTextualis,,,,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, St John's College, MS B.15",part,,,Copied by several hands in cursive scripts with both anglicana and secretary features: Hands A and B (ff. 2:3r-2:107v) and Hand C (ff. 2:138r-2:143v).,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,ff. features recipes written by a single hand in a textualis script. This hand may be the same hand that copied ff. 124r-158r in the manuscript's fourth part.,,,,,,,2.0,124r-158r,121v 124r,122r 158r,,,,,,,cursiva,,,textualis,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,The main text in this part is written in an informal northern textualis.,,,,,,,,,,,,,,,,,textualis,,,,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Peterhouse, MS 251",part,,,The copies of the letters on ff. 192r and [193] verso are written in a formal northern textualis.,,,,,,,2.0,192r; [193] verso,192r [193] verso,192r [193] verso,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Peterhouse, MS 222",part,,,Written in a northern European textualis rotunda.,,,,,,,,,,,,,,,,,textualisNorthern,,,textualis rotunda,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe B4 has 'a rather ornamental hand of rare occurence' according to Feltoe and Minns. Scribe B4 occurs on p. 58, 89 and 102.",,,,,,,3.0,58; 89; 102,58 89 102,58 89 102,,,,,,,cursiva,,,,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 159/209",part,,,Pages 445-446 are written in a northern textualis with a number of Anglicana features.,,,,,,,1.0,445-446,445.0,446.0,,,,,,,textualisNorthern,,,Anglicana,,,,,,,,,
_hand_10,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in a cursiva antiquior with some anglicana features.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_11,manuscript_1,,,,part,,,"Written by several hands, in anglicana, secretary and a textualis bookhand.",,,,,,,,,,,,,,,,,textualisNorthern,,,anglicana; secretary; textualis,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Folios 110r-110v and 127v-128v contain recipes by different hands (possibly including the hand(s) seen on 111r-117v and 118r-127v) in cursive scripts with both anglicana and secretary features.,,,,,,,4.0,110r-110v; 127v-128v; 111r-117v; 118r-127v,110r 127v 111r 118r,110v 128v 117v 127v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, University Library, MS Ii.6.43",part,,,ff. 47r-150v have been copied by one hand in a very cursive Secretary script.,,,,,,,,,,,,,,,,,Cursiva,,,Secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Copied by a scribe working in a cursive script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,"Folios 2:67v, 2:69v, and 2:71r were copied by late 16th-century or early 17th-century cursive hands with both anglicana and secretary features.",,,,,,,3.0,2:67v; 2:69v; 2:71r,2:67v 2:69v 2:71r,2:67v 2:69v 2:71r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand G has copied ff. 2:81r-2:95r in a cursive script with both anglicana and secretary features.,,,,,,,1.0,2:81r-2:95r,2:81r,2:95r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Trinity College, MS B.14.19",part,,,Copied by a single scribe working in a script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",part,,,Folios 297r-297v are (largely) written by a single hand in a humanistic cursive script.,,,,,,,1.0,297r-297v,293v,297v,,,,,,,humanisticaCursiva,,,humanistic cursive,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Corpus Christi College, MS 210",part,,,"The notes on Whitby Abbey and Sawley Appey on p. 312 are copied by in a cursive script with William Worcestre [Worcester] [Botoner] (1415–1480x85) Worcestre [Worcester] [Botoner], William, 1415–1480x85anglicana features.",,,,,,,1.0,312,312.0,312.0,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Folios 43r-92r written by CCCC MS 405 'Scribe 1' in a northern textualis libraria, of less rounded aspect than the work by the scribe of ff. 17r-35v and 38r-42v. Lower limb of g barely drops below the base line. Long flat ascenders on ll ligatures. Thick wedges in the upper portion of most of the ascenders of b, h, and l. Small shoulder-bump on long-s. Crossed-z. This scribe also seems to be responsible for ff. 3v-5v and 127r-230v.",,,,,,,5.0,43r-92r; 17r-35v; 38r-42v; 3v-5v; 127r-230v,43r 17r 38r 3v 127r,92r 35v 42v 5v 230v,,,,,,,northernTextualis,,,,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, St John's College, MS B.15",part,,,ff. 3:1r-3:51r have been copied by a single scribe in semi-textualis.,,,,,,,1.0,3:1r-3:51r,3:1r,3:51r,,,,,,,semitextualis,,,semi-textualis,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,ff. 124r-158r were perhaps copied by a single hand in textualis script. This hand may be the same hand that copied a group of recipes on ff. 121v-122r in the manuscript's third part.,,,,,,,2.0,124r-158r; 121v-122r,124r 121v,160v 122r,,,,,,,textualisNorthern,,,textualis,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,The marginal annotations and interlinear glosses in this part are written by at least two scribes both writing the English form of cursive script known as Anglicana.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Peterhouse, MS 222",part,,,Some annotations added in an anglicana hand.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,Scribe C1 is respobsible for entries dated during Ralph de Fodringhey's activities and copied notes on Tydd on p. 108 and Wendy p. 101 dated to 1304 and 1305 respectively.,,,,,,,2.0,108; 101,108 101,108 101,,,,,,,cursiva,,,,,,,,,,,,
_hand_11,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in a small cursiva antiquior with some anglicana features.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Folios 129v-131r have been copied in a cursive script with both anglicana and secretary features.,,,,,,,1.0,129v-131r,129v,131r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Folios 167r-181r were copied by a single hand working in a cursive script with both anglicana and secretary features.,,,,,,,1.0,167r-181r,167r,181r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,"Folios 2:72r-2:81v were copied by different late 16th-century (? and early 17th-century) hands, indlucing both cursive script with anglicana and secretary features and Italic script.",,,,,,,1.0,2:72r-2:81v,2:72r,2:81v,,,,,,,mixed,,,anglicana; secretary; Italic,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand H has copied ff. 2:95v-2:124r in a cursive script with both anglicana and secretary features.,,,,,,,1.0,2:95v-2:124r,2:95v,2:124r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",part,,,Folios 298r-302v are (largely) written by a single hand in a humanistic cursive script.,,,,,,,1.0,298r-302v,298r,302v,,,,,,,humanisticaCursiva,,,humanistic cursive,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Corpus Christi College, MS 210",part,,,"The chronicle notes on British kings and queens on pp. 314, 323 were copied by a single scribe working in a cursive hand with secretary features.",,,,,,,1.0,"314, 323",314.0,323.0,,,,,,,cursiva,,,secretary,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Medical recipe on f. 92r written in anglicana. Double-compartment minuscule a. Frequent use of forked ascenders on b, h, and l. Minuscule g resembles the hindu-arabic numeral 8. Dotted y.",,,,,,,1.0,92r,92r,92r,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, St John's College, MS B.15",part,,,Additions to ff. 3:51r-3:52r have been made by several hands in cursive anglicana scripts.,,,,,,,1.0,3:51r-3:52r,3:51r,3:52r,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,ff. 158v-160v were copied by multiple hands in a script that combines both anglicana and secretary features.,,,,,,,1.0,158v-160v,158v,160v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,The main text on f. 170r is written in gothic rotunda.,,,,,,,1.0,170r,170r,170r,,,,,,,textualisNorthern,,,gothic rotunda,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe C2 is present throughout the Inventories and includes dates from 1304-1311; according to Feltoe and Minns, the hand 'varies a great deal'.",,,,,,,,,,,,,,,,,cursiva,,,,,,,,,,,,
_hand_12,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in cursiva antiquior with some anglicana features.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Folios 131r-131v have been copied in a cursive script with both anglicana and secretary features.,,,,,,,1.0,131r-131v,131r,131v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Folio 181v was copied by a single hand working in a cursive script with both anglicana and secretary features.,,,,,,,1.0,181v,181v,181v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,Copied by a single 16th-century hand working in a script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand I has copied ff. 2:124r-2:125r and 2:127r-2:128v in a cursive script with both anglicana and secretary features.,,,,,,,2.0,2:124r-2:125r; 2:127r-2:128v,2:124r 2:127r,2:125r 2:128v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Corpus Christi College, MS 210",part,,,"The text on the rescue of Caen on p. 313 was copied by in a cursive script with William Worcestre [Worcester] [Botoner] (1415–1480x85) Worcestre [Worcester] [Botoner], William, 1415–1480x85anglicana features.",,,,,,,1.0,313,313.0,313.0,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Folios 92v-93r written in a northern textualis semi formata. Double-compartment minuscule a. Sloping-backed-d. Wedged ascenders on b, h, and l. Some 'biting' of letter forms. Attempts at diamond-feet on minims.",,,,,,,1.0,92v-93r,92v,93r,,,,,,,textualisNorthern,,,northern textualis semi formata,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,Annotations on f. 170r by at least two scribes writing Anglicana hands. Text on ff. 171-173 also by scribes writing Anglicana hands.,,,,,,,1.0,170r,170r,170r,,,,,,,cursivaAntiquior,,,Anglicana; Anglicana,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe D1 is present throughout the Inventories and always follows Scribe C2. According to Feltoe and Minns, Scribe D1 is capable of writing with an 'elaborate' and a 'careless' aspect, although Feltoe and Minns go on to say that the two forms may in fact reflect the work of two different scribes. Scribe D1 was probably active around and shortly after 1320 as it mentions Thomas de Abinton as Vicar of St Botolph's Cambridge who succeeded to that role c. 1320.",,,,,,,,,,,,,,,,,cursiva,,,,,,,,,,,,
_hand_13,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in cursiva by several scribes who all write with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Written in Gothic Textualis script.,,,,,,,,,,,,,,,,,textualisNorthern,,,Gothic Textualis,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Copied by a single hand in a humanistic cursive script.,,,,,,,,,,,,,,,,,humanisticaCursiva,,,humanistic cursive,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,Copied by a (?) single 16th-century hand working in a cursive script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand J has copied f. 2:126v in a cursive script with both anglicana and secretary features.,,,,,,,1.0,2:126v,2:126v,2:126v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,"Folios 94v-124v written in anglicana with some secretary features. Double-compartment a. Forked ascenders on b, h, and l. Caroline s in initial and terminal positions, and long-s sometimes on the line and sometimes below in medial positions.",,,,,,,1.0,94v-124v,94v,124v,,,,,,,cursivaAntiquior,,,anglicana with some secretary features,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,Written in an extremely small textualis libraria.,,,,,,,,,,,,,,,,,textualisNorthern,,,textualis libraria,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe D2 is 'the most ambitious hand in the book, though very uneven [...], but it can be recognised by a curious yellow ink and the spelling spalterium'. Feltoe and Minns say that D2's hand 'recalls the hand in which the Advocates' names are entered in 1306 p. 43, but the dates hardly allow of an identification'.",,,,,,,1.0,43,43.0,43.0,,,,,,,cursiva,,,,,,,,,,,,
_hand_14,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,Written in a neat Cursiva Antiquior of the Anglicana type typical of the 15th century.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Written in secretary script.,,,,,,,,,,,,,,,,,cursiva,,,secretary,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Folios 236r-249r were copied by a single hand working in a very cursive anglicana script.,,,,,,,1.0,236r-249r,236r,249r,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,The texts on f. 2:175r were copied by 16th-century cursive hands with secretary and anglicana features.,,,,,,,1.0,2:175r,2:175r,2:175r,,,,,,,cursiva,,,secretary; anglicana;,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Hand K has made later marginal additions throughout the manuscrip in a secretary script with anglicana features.,,,,,,,,,,,,,,,,,cursiva,,,secretary; anglicana,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,Folios 125r-127r ln. 15 written in a neat textualis by CCCC MS 405 'Scribe 2' who also seems to be responsible for the text on ff. 8v-10r and ff. 231r-245r. 'Scribe 2' writes a prose introduction in Latin to the Anglo-Norman poetry that follows in the hand of 'Scribe 1'.,,,,,,,3.0,125r-127r ln. 15; 8v-10r; 231r-245r,125r 8v 231r,127r 10r 245r,,,,,,,textualisNorthern,,,,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,At least three scribes writing various 14th century English cursive scripts.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,"Scribe D3 is not a designation assigned by Feltoe and Minns, but their survey of the hands in Gonville and Caius MS 204/110 includes a reference in the 'D Group' discussion to 'the mention of T. de Pateshall at Granchester (1324-1331), p. 95, [...] made in a hand which does not recur.'",,,,,,,1.0,95,95.0,95.0,,,,,,,cursiva,,,,,,,,,,,,
_hand_15,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,"Written in a compressed northern textualis libraria, typical of scholastic manuscriptsof the 13th and 14th centuries in north western Europe.",,,,,,,,,,,,,,,,,textualisNorthern,,,libraria,,,,,,,,,
_hand_16,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,Written in secretary script.,,,,,,,,,,,,,,,,,cursiva,,,secretary,,,,,,,,,
_hand_16,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,Folios 249v-252r were copied by a single hand working in a cursive script with both anglicana and secretary features.,,,,,,,1.0,249v-252r,249v,252r,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_16,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,Folios 2:177v-2:196v were copied by a single hand writing in a 16th-century humanistic cursive script.,,,,,,,1.0,2:177v-2:196v,2:177v,2:196v,,,,,,,humanisticCursiva,,,humanistic cursive,,,,,,,,,
