metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_6,manuscript_12008,,,"Cambridge, Trinity College, MS O.7.4",part,,,"ff. 240r-240v and 247r-247v were copied by Hand H in mixed minuscule script, slanting slightly to the right, in brown ink, with modest variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to letters, abbreviations and nomina sacra strokes.The sigma telikon is present.Punctuation used includes the middle and upper points, lower comma, question mark and full stop.",,,hand-8,,,minor,2.0,240r-240v; 247r-247v,240r 247r,240v 247v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_7,manuscript_12008,,,"Cambridge, Trinity College, MS O.7.4",part,,,"f. [xi] recto-[xi] verso was copied by Hand I in mixed minuscule script, slanting slightly to the left, in black ink, with moderate variation in letter size.Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are round and mute iota is absent. There is decorative use of the double dot, and accentuation of all nomina sacra.Punctuation used includes the middle and upper points, lower comma and full stop. Headings are written in the same style in red ink.",,,hand-9,,,minor,1.0,f. [xi] recto-[xi] verso,[xi] recto,[xi] verso,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_8,manuscript_12008,,,"Cambridge, Trinity College, MS O.7.4",part,,,"f. [xii] recto-[xiii] verso were copied by Hand J in mixed minuscule script, slanting slightly to the right, in black ink, with minimal variation in letter size and some flourishing of tails into the margin.Syllabic abbreviations and superscript word endings appear only at the end of lines. Breathings are round and mute iota is absent. Use of the double dot is functional only, and nomina sacra are unaccentuated.Punctuation used includes the upper point, middle comma and full stop.",,,hand-10,,,minor,1.0,f. [xii] recto-[xiii] verso,[xii] recto,[xiii] verso,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_12010,,,"Cambridge, Trinity College, MS O.7.29",manuscript,,MS-TRINITY-O-00007-00029,"ff. 1r-21r and 22r-39r were copied by Hand A in an upright mixed minuscule script, in black ink, with little variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is subscript. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to abbreviations.Punctuation used includes the lower and middle points, lower comma and full stop. Most punctuation is marked in red ink, full stops in black and red. Headings are written in the same style in red ink.",,,hand-1,,,major,2.0,1r-21r; 22r-39r,1r 22r,21r 39r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_12010,,,"Cambridge, Trinity College, MS O.7.29",manuscript,,MS-TRINITY-O-00007-00029,"f. 21v was copied by Hand B in an inelegant mixed minuscule script with variable slant, in black ink, with moderate variation in letter size. The loops of some letters have red infill.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round. There is decorative use of the double dot. Some accents and most breathings are omitted. The only punctuation used is the middle point.",,,hand-2,,,minor,1.0,f. 21v,21v,21v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_3,manuscript_12010,,,"Cambridge, Trinity College, MS O.7.29",manuscript,,MS-TRINITY-O-00007-00029,"f. 39v was copied by Hand C in an inelegant mixed minuscule script, slanting to the right, in black ink, with little variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are absent. Accents are sometimes joined to abbreviations. The only punctuation used is the middle point.",,,hand-3,,,minor,1.0,f. 39v,39v,39v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_4,manuscript_12010,,,"Cambridge, Trinity College, MS O.7.29",manuscript,,MS-TRINITY-O-00007-00029,"ff. 40r-64r were copied by Hand D in mixed minuscule script, slanting slightly to the right, in black ink, with moderate variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent. There is decorative use of the double dot, and accentuation of all lengths of nomina sacra. Accents and breathings are often omitted or erroneous.Punctuation used includes the middle and upper points, lower and middle commas and full stop. Headings are written in the same style in red ink.",,,hand-4,,,major,1.0,ff. 40r-64r,1r,64r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_12011,,,"Cambridge, Trinity College, MS O.7.32",manuscript,,MS-TRINITY-O-00007-00032,"ff. 1r-150r were copied by Neophytos (Hand A) in mixed minuscule script, slanting to the right, in black ink, with moderate variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absentt. Use of the double dot is functional only, and accentuation of all nomina sacra. Accents are sometimes joined to letters, breathings, abbreviations and nomina sacra strokes.Punctuation used includes the middle and upper points, lower and middle commas, question mark and full stop. Headings are written in the same style in red ink.",,,hand-1,,,major,1.0,ff. 1r-150r,1r,150r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_12011,,,"Cambridge, Trinity College, MS O.7.32",manuscript,,MS-TRINITY-O-00007-00032,"ff. 151r-181v were copied by Hand B in mixed minuscule script, slanting to the right, in black ink, with modest variation in letter size.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent. There is occasional decorative use of the double dot, and accentuation of all nomina sacra. Accents and breathings are often omitted or misused.Punctuation used includes the middle and upper points, middle comma and full stop. Headings are written in the same style in red ink.",,,hand-2,,,minor,1.0,ff. 151r-181v,151r,181v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_12014,,,"Cambridge, Trinity College, MS O.7.45",manuscript,,MS-TRINITY-O-00007-00045,"The Greek text was copied in a western European mixed minuscule script, slanting to the right, in brown ink.Punctuation used includes the lower, middle and upper points.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_12015,,,"Cambridge, Trinity College, MS O.8.3",manuscript,,MS-TRINITY-O-00008-00003,"ff. 1r-9r were copied by Hand A in in mixed minuscule script with variable slant, in brown ink, with moderate variation in letter size and some flourishing of tails into the margin.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to letters and nomina sacra strokes, which are sometimes decorated with a single vertical bar.The modern eta, modern nu and loop epsilon are present. Distinctive letter-forms include upsilon resembling minuscule gamma or Latin Y.Punctuation used includes the lower, middle and upper points, lower and middle comma and full stop. Headings, annotations and the text of Eusebios were added in the same style, in red ink.",,,hand-1,,,minor,1.0,ff. 1r-9r,1r,9r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_12015,,,"Cambridge, Trinity College, MS O.8.3",manuscript,,MS-TRINITY-O-00008-00003,"ff. 16r-293v were copied by Hand B in mixed minuscule script, upright or slanting slightly to the left, in brown ink, with modest variation in letter size and mild flourishing of tails into the margin.Syllabic abbreviations appear only at the end of lines, but superscript word endings appear throughout the line. Breathings are round and mute iota is absent. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to letters. The double grave accent is in use. There are occasional marginal quotation marks in red ink.The loop epsilon is present.Punctuation used includes the middle and upper points, lower comma, question mark and full stop. Chapter lists and annotations were added in the same style, in red ink. Gospel headings are in epigraphic display majuscule, in red ink.",,,hand-2,,,major,1.0,ff. 16r-293v,16r,293v,,,,,,,,,,mixed minuscule; epigraphic display majuscule,,,,,,,,,
_hand_1,manuscript_12016,,,"Cambridge, Trinity College, MS O.8.7",manuscript,,MS-TRINITY-O-00008-00007,"ff. 1r-11r, 13r-74r Hand A: the texts have been copied by , (Ἀνδρέας Δαρμάριος, Darmarios, Andreas, active 1550-1580 Andreas Darmarios (1540-after 1587) RGK I, 13 [the manuscript is indicated as Cant. Trin. C. O.3.7]. See also RGK II, 21; RGK III, 22), who signed the copy on 20th November 1576. The text, as well as titles and initials, are written in a light brown ink. Some marginalia are in red ink.",,,hand-1,,,sole,1.0,"ff. 1r-11r, 13r-74r",1r,11r,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_12017,,,"Cambridge, Trinity College, MS O.8.8",manuscript,,MS-TRINITY-O-00008-00008,"ff. 1r-7v, line 10 and ff. 8r-34r were copied by Hand A in an informal, scholarly mixed minuscule script, slanting to the right, in brown ink, with modest variation in letter size. There are deletions by strikethrough. (Deletion by expunctuation also appears, but this seems to be the work of a later hand.) This text written by this hand becomes considerably smaller from f. 19r onwards, with an associated increase in the number of lines.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is subscript. There is decorative use of the double dot and accentuation of all lengths of nomina sacra. Accents are sometimes joined to breathings, letters, abbreviations and nomina sacra strokes. Marginal quotation marks are used.The modern eta, modern nu and sigma telikon are present.Punctuation used includes the lower, middle and upper points, lower and middle commas, question mark and full stop.",,,hand-1,,,major,3.0,"ff. 1r-7v, line 10; ff. 8r-34r; f. 19r",1r 8r 19r,7v 34r 19r,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_12017,,,"Cambridge, Trinity College, MS O.8.8",manuscript,,MS-TRINITY-O-00008-00008,"The heading on f. 1r was copied by Hand B in upright mixed minuscule script, in red ink, with minimal variation in letter size.Syllabic abbreviations appear throughout the line. Breathings are round. There is decorative use of the double dot and accentuation of all lengths of nomina sacra. Accents are sometimes joined to letters.The modern eta, sigma telikon and loop epsilon are present.Punctuation used includes the lower comma and full stop.",,,hand-2,,,minor,1.0,f. 1r,1r,1r,,,,,,,,,,mixed minuscule,,,,,,,,,
