measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
St_Johns_College_MS_208_measure_1,manuscript_12208,St_Johns_College_MS_208,St John's College MS 208,St_Johns_College,,St_Johns_College_MS_208,,tei:extent,Fols. i + 124 + ii (numbered fols. ii–iii). 128 85 85 54,124,128,128,128,85,85,85,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,54,54,54,mm,,,,,,,,,,,,
St_Johns_College_MS_209_measure_1,manuscript_12209,St_Johns_College_MS_209,St John's College MS 209,St_Johns_College,,St_Johns_College_MS_209,,tei:extent,"Fols. iii + 134 (numbered fols. 1–133, iv) + ii (numbered fols. v–vi). 95 70 72 45",134,95,95,95,70,70,70,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,45,45,45,mm,,,,,,,,,,,,
St_Johns_College_MS_209_measure_2,manuscript_12209,St_Johns_College_MS_209,St John's College MS 209,St_Johns_College,,St_Johns_College_MS_209,,tei:layout,"In long lines, 16 lines to the page. Prickings; bounded and ruled in black ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_255_measure_1,manuscript_12255,St_Johns_College_MS_255,St John's College MS 255,St_Johns_College,,St_Johns_College_MS_255,,tei:extent,11200 483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_256_measure_1,manuscript_12256,St_Johns_College_MS_256,St John's College MS 256,St_Johns_College,,St_Johns_College_MS_256,,tei:extent,"Fols. ii (Ker’s—, i) + 236 (numbered fols. iii [Ker’s fol. 1], 1–229, iv–ix) + i (numbered fol. x). 250 173",236,250,250,250,173,173,173,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_256_measure_2,manuscript_12256,St_Johns_College_MS_256,St John's College MS 256,St_Johns_College,,St_Johns_College_MS_256,,tei:layout,"Writing area , with an additional column of 170 113 mm along the leading edge to identify texts. In long lines, 41 lines to the page. No prickings; bounded and ruled in pencil. 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,mm,41,41,41,170,170,170,113,113,113,mm,,,,,,,,,,,,
St_Johns_College_MS_257_measure_2,manuscript_12257,St_Johns_College_MS_257,St John's College MS 257,St_Johns_College,,St_Johns_College_MS_257,,tei:layout,"In long lines, 34 and 35 lines (fols. 207–21, in quires 26–9) to the page. No prickings; bounded and ruled in lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 35,35,26,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_257_measure_1,manuscript_12257,St_Johns_College_MS_257,St John's College MS 257,St_Johns_College,,St_Johns_College_MS_257,,tei:extent,"Fols. xix + 250 + xx (numbered fols. 251, xx–xxxviii). 217 180 173 (165–8 after fol. 169, the head of quire 23) 115",,217,217,217,180,180,180,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173 (165–8 after fol. 169, the head of
                                 quire 23)",173,165,115,115,115,mm,,,,,,,,,,,,
St_Johns_College_MS_265_measure_2,manuscript_12265,St_Johns_College_MS_265,St John's College MS 265,St_Johns_College,,St_Johns_College_MS_265,,tei:layout,"In double columns, each column with 142 45 mm between columns (in some portions, the leading edge column significantly wider than the gutter one), in 31–9 lines to the page. No prickings; bounded in pencil, no rules. 5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,142,142,142,45,45,45,mm,31 39,39,31,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_265_measure_1,manuscript_12265,St_Johns_College_MS_265,St John's College MS 265,St_Johns_College,,St_Johns_College_MS_265,,tei:extent,Fols. i + 415 + i. 198 140,,198,198,198,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_266_measure_2,manuscript_12266,St_Johns_College_MS_266,St John's College MS 266,St_Johns_College,,St_Johns_College_MS_266,,tei:layout,"Writing area to the frame, with a separate leading edge gloss column about 193 121 mm wide. In long lines, 39 lines to the page. No prickings; bounded and ruled in red ink, the gloss column usually with brown bounds. 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,mm,39,39,39,193,193,193,121,121,121,mm,,,,,,,,,,,,
St_Johns_College_MS_266_measure_3,manuscript_12266,St_Johns_College_MS_266,St John's College MS 266,St_Johns_College,,,flyleaf,tei:extent,"Most of a bifolium. the larger surviving leaf (the upper, very nearly complete).194 140",,194,194,194,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_266_measure_1,manuscript_12266,St_Johns_College_MS_266,St John's College MS 266,St_Johns_College,,St_Johns_College_MS_266,,tei:extent,Fols. 67 (I have disregarded a continuous foliation for the whole volume imposed in 1994). 266 190,67,266,266,266,190,190,190,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_266_measure_4,manuscript_12266,St_Johns_College_MS_266,St John's College MS 266,St_Johns_College,,,flyleaf,tei:layout,"In double columns, each column , with 174 surviving 50–55 mm between columns, in 40 or 41 surviving lines. Bounded and ruled in pencil.9",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,174,174,174,50–55,55,50,mm,40 41,41,40,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_293_measure_2,manuscript_12293,St_Johns_College_MS_293,St John's College MS 293,St_Johns_College,,St_Johns_College_MS_293,,tei:layout,"In long lines, 22 lines to the page. No prickings; bounded and ruled in red and reddish-brown ink.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,22,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_293_measure_1,manuscript_12293,St_Johns_College_MS_293,St John's College MS 293,St_Johns_College,,St_Johns_College_MS_293,,tei:extent,"Fols. iii (numbered fols. i–ii, 1) + 153 (numbered fols. 2–154) + iii (numbered fols. iii–v). 245 162 Cut close by the binder, except for the decorated pages (e.g., fol. 8 measures 259 x 179 mm overall); these have been cut along the gutter so as to be folded down to the size of the current page-block.160 115",153,245,245,245,162,162,162,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,115,115,115,mm,,,,,,,,,,,,
St_Johns_College_MS_320_measure_2,manuscript_12320,St_Johns_College_MS_320,St John's College MS 320,St_Johns_College,,St_Johns_College_MS_320,,tei:layout,13 lines of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_320_measure_1,manuscript_12320,St_Johns_College_MS_320,St John's College MS 320,St_Johns_College,,St_Johns_College_MS_320,,tei:extent,116 mm (as folded over) 182,,116,116,116,182,182,182,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_340_measure_2,manuscript_12340,St_Johns_College_MS_340,St John's College MS 340,St_Johns_College,,St_Johns_College_MS_340,,tei:layout,"In long lines, 29–31 lines to the page. No prickings; neither bounded nor ruled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 31,31,29,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_340_measure_1,manuscript_12340,St_Johns_College_MS_340,St John's College MS 340,St_Johns_College,,St_Johns_College_MS_340,,tei:extent,Fols. 5. 253 180 253 110 (width measured to the end of the longest line),5,253,253,253,180,180,180,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,253,110,110,110,mm,,,,,,,,,,,,
St_Johns_College_MS_344_measure_1,manuscript_12344,St_Johns_College_MS_344,St John's College MS 344,St_Johns_College,,St_Johns_College_MS_344,,tei:extent,Fols. i + 111 + i (numbered fol. ii). 145 93 115 65,111,145,145,145,93,93,93,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,65,65,65,mm,,,,,,,,,,,,
St_Johns_College_MS_344_measure_2,manuscript_12344,St_Johns_College_MS_344,St John's College MS 344,St_Johns_College,,St_Johns_College_MS_344,,tei:layout,"In long lines, five musical staves with their words to the page. No prickings; bounded and ruled in lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_346_measure_1,manuscript_12346,St_Johns_College_MS_346,St John's College MS 346,St_Johns_College,,St_Johns_College_MS_346,,tei:extent,95 mm (as folded over) 163,,95,95,95,163,163,163,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_346_measure_2,manuscript_12346,St_Johns_College_MS_346,St John's College MS 346,St_Johns_College,,St_Johns_College_MS_346,,tei:layout,12 lines of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_1_measure_1,manuscript_12500,St_Johns_College_MS_235_fragment_1,St John's College MS 235 (fragment 1),St_Johns_College,,St_Johns_College_MS_235_fragment_1,,tei:extent,Fols. 2. 172 110,2,172,172,172,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_1_measure_2,manuscript_12500,St_Johns_College_MS_235_fragment_1,St John's College MS 235 (fragment 1),St_Johns_College,,St_Johns_College_MS_235_fragment_1,,tei:layout,"In double columns, each column , with 137 40 mm between columns in 38 lines. No prickings; bounded and ruled in lead.7",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,38,38,38,137,137,137,40,40,40,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_2_5_and_17_measure_2,manuscript_12501,St_Johns_College_MS_235_fragments_2_5_and_17,"St John's College MS 235 (fragments 2, 5, and 17)",St_Johns_College,,St_Johns_College_MS_235_fragments_2_5_and_17,,tei:layout,"In double columns, each column the length of the fragments x mm wide, with 25–8 mm between columns, in 17, 12, and 18 surviving lines respectively. No prickings; rules appear in stylus. 7–10",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,12 18,18,12,,,,25–8,28,25,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_2_5_and_17_measure_1,manuscript_12501,St_Johns_College_MS_235_fragments_2_5_and_17,"St John's College MS 235 (fragments 2, 5, and 17)",St_Johns_College,,St_Johns_College_MS_235_fragments_2_5_and_17,,tei:extent,"Fols. 2, the lower (no. 5) and upper (no. 17) portions of leaves, and a strip from a bifolium (no. 2). 75 115",2,75,75,75,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_3_measure_1,manuscript_12502,St_Johns_College_MS_235_fragment_3,St John's College MS 235 (fragment 3),St_Johns_College,,St_Johns_College_MS_235_fragment_3,,tei:extent,Fol. 1. 130 75 93 53,1,130,130,130,75,75,75,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,53,53,53,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_3_measure_2,manuscript_12502,St_Johns_College_MS_235_fragment_3,St John's College MS 235 (fragment 3),St_Johns_College,,St_Johns_College_MS_235_fragment_3,,tei:layout,In 29 long lines. Prickings; bounded and ruled in black ink.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_4_and_24B_measure_2,manuscript_12503,St_Johns_College_MS_235_fragments_4_and_24B,St John's College MS 235 (fragments 4 and 24[b]),St_Johns_College,,St_Johns_College_MS_235_fragments_4_and_24B,,tei:layout,"In double columns, each column , with 103 30–3 mm between columns, in 34 lines to the column. No prickings; bounds and rules faded.5–8",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,34,34,34,103,103,103,30–3,33,30,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_4_and_24B_measure_1,manuscript_12503,St_Johns_College_MS_235_fragments_4_and_24B,St John's College MS 235 (fragments 4 and 24[b]),St_Johns_College,,St_Johns_College_MS_235_fragments_4_and_24B,,tei:extent,Fols. 4 (an originally central bifolium and a loose leaf comprise no. 24[b]). 132 94,4,132,132,132,94,94,94,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_7_and_27_measure_2,manuscript_12504,St_Johns_College_MS_235_fragments_7_and_27,St John's College MS 235 (fragments 7 and 27),St_Johns_College,,St_Johns_College_MS_235_fragments_7_and_27,,tei:layout,"A central text column with flanking gloss columns. In 22 text lines, 50 gloss lines to the page. Prickings; bounds and rules faded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 50,50,22,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_7_and_27_measure_1,manuscript_12504,St_Johns_College_MS_235_fragments_7_and_27,St John's College MS 235 (fragments 7 and 27),St_Johns_College,,St_Johns_College_MS_235_fragments_7_and_27,,tei:extent,Fol. 1. 204 144 167 102,1,204,204,204,144,144,144,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,167,167,102,102,102,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_8_and_40_measure_2,manuscript_12505,St_Johns_College_MS_235_fragments_8_and_40,St John's College MS 235 (fragments 8 and 40),St_Johns_College,,St_Johns_College_MS_235_fragments_8_and_40,,tei:layout,"In double columns, each column mm wide, 26 and 15+ surviving lines. No prickings; bounded in brown crayon and lead, ruled in lead.55",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,55,55,55,mm,15 26,26,15,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_8_and_40_measure_1,manuscript_12505,St_Johns_College_MS_235_fragments_8_and_40,St John's College MS 235 (fragments 8 and 40),St_Johns_College,,St_Johns_College_MS_235_fragments_8_and_40,,tei:extent,"Two fragments, the upper and lower portions of a leaf. 131 170",1,131,131,131,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_9_measure_1,manuscript_12506,St_Johns_College_MS_235_fragment_9,St John's College MS 235 (fragment 9),St_Johns_College,,St_Johns_College_MS_235_fragment_9,,tei:extent,"Two fragments, the upper and lower portions of the same leaf. 103 surviving mm 172 surviving",1,,,,,,,,,,,,,,,,,,103,103,103,172,172,172,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_9_measure_2,manuscript_12506,St_Johns_College_MS_235_fragment_9,St John's College MS 235 (fragment 9),St_Johns_College,,St_Johns_College_MS_235_fragment_9,,tei:layout,"In double columns, each column mm wide, with 60–5 mm between columns, about 28 surviving lines on each fragment.8–9",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,60–5,65,60,mm,28,28,28,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_10_and_21_measure_1,manuscript_12507,St_Johns_College_MS_235_fragments_10_and_21,St John's College MS 235 (fragments 10 and 21),St_Johns_College,,St_Johns_College_MS_235_fragments_10_and_21,,tei:extent,Fols. 2. 150 100 130 90,2,150,150,150,100,100,100,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,90,90,90,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_10_and_21_measure_2,manuscript_12507,St_Johns_College_MS_235_fragments_10_and_21,St John's College MS 235 (fragments 10 and 21),St_Johns_College,,St_Johns_College_MS_235_fragments_10_and_21,,tei:layout,"In long lines, 31–3 lines to the page. No prickings; bounds and rules faded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 33,33,31,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_11_and_19_measure_1,manuscript_12508,St_Johns_College_MS_235_fragments_11_and_19,St John's College MS 235 (fragments 11 and 19),St_Johns_College,,St_Johns_College_MS_235_fragments_11_and_19,,tei:extent,Fols. 2. Fragments from the lower part of a page. 157 113 80 75–8,2,,,,,,,,,,,,,,,,,,157,157,157,113,113,113,mm,,,,,,,,,,,,,,80,80,80,75–8,78,75,mm,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_11_and_19_measure_2,manuscript_12508,St_Johns_College_MS_235_fragments_11_and_19,St John's College MS 235 (fragments 11 and 19),St_Johns_College,,St_Johns_College_MS_235_fragments_11_and_19,,tei:layout,"In long lines, about 10 surviving text lines; gloss lines are half-sized, and on no. 19, all original hand glosses are interlinear. Bounded and ruled in lead.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_12_measure_1,manuscript_12509,St_Johns_College_MS_235_fragment_12,St John's College MS 235 (fragment 12),St_Johns_College,,St_Johns_College_MS_235_fragment_12,,tei:extent,"Two fragments, one from the foot of a page 115–18 137",,,,,,,,,,,,,,,,,,,115–18,118,115,137,137,137,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_12_measure_2,manuscript_12509,St_Johns_College_MS_235_fragment_12,St John's College MS 235 (fragment 12),St_Johns_College,,St_Johns_College_MS_235_fragment_12,,tei:layout,"Two fragments, one from the foot of a page, from a central text column flanked with glosses. On the fuller leaf, 16 text lines, the gloss in half-sized script.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_14_41_and_42_measure_1,manuscript_12510,St_Johns_College_MS_235_fragments_14_41_and_42,"St John's College MS 235 (fragments 14, 41, and 42)",St_Johns_College,,St_Johns_College_MS_235_fragments_14_41_and_42,,tei:extent,"Most of one full leaf (no. 41) and two fragments. The largest piece overall 305 mm x 205 mm, but only 80 per cent of one of the columns.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragments_14_41_and_42_measure_2,manuscript_12510,St_Johns_College_MS_235_fragments_14_41_and_42,"St John's College MS 235 (fragments 14, 41, and 42)",St_Johns_College,,St_Johns_College_MS_235_fragments_14_41_and_42,,tei:layout,"In double columns, the full columns on no. 41 each , with 265 86 mm between columns, in 61 lines to the column.12",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,265,265,265,86,86,86,mm,61,61,61,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_15_measure_2,manuscript_12511,St_Johns_College_MS_235_fragment_15,St John's College MS 235 (fragment 15),St_Johns_College,,St_Johns_College_MS_235_fragment_15,,tei:layout,"In double columns, each column , with 165 55 and 60 mm between columns, in 57 lines to the column. No prickings; bounds and rules faded.7",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,165,165,165,55 and 60,60,55,mm,57,57,57,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_15_measure_1,manuscript_12511,St_Johns_College_MS_235_fragment_15,St John's College MS 235 (fragment 15),St_Johns_College,,St_Johns_College_MS_235_fragment_15,,tei:extent,Fol. 1. 197 145,,197,197,197,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_16_measure_1,manuscript_12512,St_Johns_College_MS_235_fragment_16,St John's College MS 235 (fragment 16),St_Johns_College,,St_Johns_College_MS_235_fragment_16,,tei:extent,Fol. 1. 115 165,1,115,115,115,165,165,165,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_16_measure_2,manuscript_12512,St_Johns_College_MS_235_fragment_16,St John's College MS 235 (fragment 16),St_Johns_College,,St_Johns_College_MS_235_fragment_16,,tei:layout,"A glossed text, with text column mm wide and gloss column 25–35 mm wide. Surviving are 4 text lines and 7 gloss lines. No prickings; ruled in lead.80–5",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,25–35 80–5,35 85,25 80,mm mm,4 7,7,4,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_18_measure_2,manuscript_12513,St_Johns_College_MS_235_fragment_18,St John's College MS 235 (fragment 18),St_Johns_College,,St_Johns_College_MS_235_fragment_18,,tei:layout,"In double columns, the full surviving column mm wide and intercolumnar space 70 mm, in 28 surviving lines to the column. No prickings, bounds, or rules.15",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,70,70,70,mm,28,28,28,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_18_measure_1,manuscript_12513,St_Johns_College_MS_235_fragment_18,St John's College MS 235 (fragment 18),St_Johns_College,,St_Johns_College_MS_235_fragment_18,,tei:extent,Fol. 1. from the top outer corner of a leaf.99 158,1,99,99,99,158,158,158,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_20_measure_2,manuscript_12514,St_Johns_College_MS_235_fragment_20,St John's College MS 235 (fragment 20),St_Johns_College,,St_Johns_College_MS_235_fragment_20,,tei:layout,"In long lines, at the fullest 16 of them surviving.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_20_measure_1,manuscript_12514,St_Johns_College_MS_235_fragment_20,St John's College MS 235 (fragment 20),St_Johns_College,,St_Johns_College_MS_235_fragment_20,,tei:extent,"A strip from a conjoint bifolium of the fuller leaf, from the head of the leaves. 60 86",,60,60,60,86,86,86,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_22_measure_1,manuscript_12515,St_Johns_College_MS_235_fragment_22,St John's College MS 235 (fragment 22),St_Johns_College,,St_Johns_College_MS_235_fragment_22,,tei:extent,Fol. 1. the foot of a leaf. 145 198,1,145,145,145,198,198,198,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_22_measure_2,manuscript_12515,St_Johns_College_MS_235_fragment_22,St John's College MS 235 (fragment 22),St_Johns_College,,St_Johns_College_MS_235_fragment_22,,tei:layout,"In double columns, each column mm wide, with about 68 mm between columns, in 20 surviving lines to the column. No prickings; ruled in lead.12",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,68,68,68,mm,20,20,20,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_23_measure_2,manuscript_12516,St_Johns_College_MS_235_fragment_23,St John's College MS 235 (fragment 23),St_Johns_College,,St_Johns_College_MS_235_fragment_23,,tei:layout,"In double columns, each column about mm wide, with about 47 mm between the columns, in 10–11 surviving lines to the column. No prickings; bounds and rules faded.13",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,47,47,47,mm,10 11,11,10,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_235_fragment_23_measure_1,manuscript_12516,St_Johns_College_MS_235_fragment_23,St John's College MS 235 (fragment 23),St_Johns_College,,St_Johns_College_MS_235_fragment_23,,tei:extent,"Fol. 1, a strip from the middle of a leaf. 49 159",,49,49,49,159,159,159,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
